2 0.622649 0.339836
1.994 1.10155 0.282303
1.98802 0.634141 0.201399
1.98205 0.634141 0.201399
1.97611 0.876466 0.238776
1.97018 0.876466 0.238776
1.96427 1.15134 0.129695
1.95838 1.15134 0.129695
1.9525 1.04837 0.943489
1.94664 1.04837 0.943489
1.9408 1.04837 0.943489
1.93498 1.04837 0.943489
1.92918 1.28186 1.16788
1.92339 0.838531 0.511768
1.91762 0.592978 1.31141
1.91187 0.361588 0.46291
1.90613 0.361588 0.46291
1.90041 0.361588 0.46291
1.89471 0.361588 0.46291
1.88903 0.789527 0.311946
1.88336 1.0465 0.0846608
1.87771 1.36424 0.10745
1.87208 1.36424 0.10745
1.86646 0.939346 0.40773
1.86086 0.630706 0.466005
1.85528 0.214966 0.35412
1.84971 0.392786 0.0732786
1.84416 0.392786 0.0732786
1.83863 0.58894 0.22678
1.83311 0.931361 0.518454
1.82762 0.77828 1.15123
1.82213 0.700754 0.537193
1.81667 0.957943 1.00251
1.81122 0.601325 1.22023
1.80578 0.809197 0.794132
1.80036 0.67627 0.127827
1.79496 0.536968 0.218152
1.78958 0.982597 0.607819
1.78421 0.766022 0.762198
1.77886 0.766022 0.762198
1.77352 0.662615 0.205864
1.7682 0.662615 0.205864
1.7629 0.39323 0.959966
1.75761 0.721491 1.32197
1.75233 0.888778 1.28307
1.74708 0.888778 1.28307
1.74184 0.465188 1.15094
1.73661 0.465188 1.15094
1.7314 0.465188 1.15094
1.72621 0.465188 1.15094
1.72103 0.465188 1.15094
1.71586 0.465188 1.15094
1.71072 0.465188 1.15094
1.70559 0.465188 1.15094
1.70047 0.856939 1.01397
1.69537 0.856939 1.01397
1.69028 0.800887 1.211
1.68521 1.2082 0.43688
1.68015 0.823455 0.860363
1.67511 0.918339 0.250363
1.67009 1.23043 0.573475
1.66508 1.23043 0.573475
1.66008 1.23043 0.573475
1.6551 1.40026 0.0407658
1.65014 1.06191 0.200795
1.64519 0.663825 0.361164
1.64025 0.719037 0.753955
1.63533 0.92457 0.744541
1.63042 0.92457 0.744541
1.62553 1.32045 0.822999
1.62066 1.19571 0.743487
1.61579 1.19571 0.743487
1.61095 1.30264 0.367879
1.60611 1.40289 0.265299
1.6013 1.7208 0.575538
1.59649 1.5529 0.933058
1.5917 1.46955 0.274475
1.58693 1.07799 0.229473
1.58217 1.07799 0.229473
1.57742 1.13537 0.106106
1.57269 1.02443 0.310451
1.56797 1.11674 0.101669
1.56327 1.45214 0.36896
1.55858 1.45214 0.36896
1.5539 1.45214 0.36896
1.54924 1.45214 0.36896
1.54459 1.38235 0.546812
1.53996 1.31117 0.341978
1.53534 1.34997 0.235108
1.53073 1.18404 0.204464
1.52614 1.18404 0.204464
1.52156 1.0133 0.586209
1.517 1.0133 0.586209
1.51245 1.01318 0.849121
1.50791 1.24345 0.771035
1.50338 0.939711 0.351847
1.49887 0.939711 0.351847
1.49438 0.950335 0.0985899
1.48989 0.834689 0.456498
1.48542 0.776579 0.440571
1.48097 0.682077 0.493054
1.47653 0.713017 0.233629
1.4721 0.580018 0.673623
1.46768 0.580018 0.673623
1.46328 0.865482 0.935036
1.45889 1.04884 0.946893
1.45451 0.719399 0.509839
1.45015 0.404115 0.271112
1.4458 0.699482 0.197947
1.44146 0.642943 0.398982
1.43713 0.847651 0.442737
1.43282 0.668381 0.0270169
1.42852 0.893206 0.521631
1.42424 0.582983 0.0232217
1.41997 0.931752 0.357598
1.41571 1.02782 0.247532
1.41146 0.905679 0.109456
1.40722 0.786736 0.179417
1.403 1.06442 0.24796
1.39879 1.06997 0.639757
1.3946 1.06997 0.639757
1.39041 1.06997 0.639757
1.38624 0.943908 0.800376
1.38208 0.808738 0.451886
1.37794 0.476486 0.277673
1.3738 0.359469 0.390781
1.36968 0.359469 0.390781
1.36557 0.543003 0.295405
1.36148 0.765418 0.0276294
1.35739 0.484065 0.49687
1.35332 0.483966 1.04014
1.34926 0.548327 1.0932
1.34521 0.548327 1.0932
1.34118 0.548327 1.0932
1.33715 0.835017 0.60475
1.33314 0.835017 0.60475
1.32914 1.03149 1.10659
1.32516 1.2853 0.727759
1.32118 1.33793 0.616616
1.31722 1.33793 0.616616
1.31326 1.33793 0.616616
1.30932 1.1285 0.902458
1.3054 1.1285 0.902458
1.30148 1.09708 0.258126
1.29758 0.902071 0.215238
1.29368 0.882316 0.64036
1.2898 1.0916 0.718254
1.28593 1.0916 0.718254
1.28207 1.0916 0.718254
1.27823 1.0916 0.718254
1.27439 1.0916 0.718254
1.27057 1.27382 0.461347
1.26676 1.27382 0.461347
1.26296 1.27382 0.461347
1.25917 1.27382 0.461347
1.25539 0.997596 0.161005
1.25163 0.839123 0.557909
1.24787 1.04398 0.0974762
1.24413 0.962057 0.142023
1.2404 1.22624 0.395458
1.23667 1.05903 0.114898
1.23296 1.20517 0.722658
1.22927 1.43143 0.110903
1.22558 1.32918 0.369545
1.2219 1.37999 0.754557
1.21824 1.07748 1.05007
1.21458 0.798104 0.780956
1.21094 0.515953 0.827548
1.2073 0.515953 0.827548
1.20368 0.681021 1.12579
1.20007 0.681021 1.12579
1.19647 0.681021 1.12579
1.19288 0.681021 1.12579
1.1893 0.753888 1.01115
1.18573 0.711491 0.523806
1.18218 0.807122 1.07012
1.17863 0.716099 1.11608
1.1751 0.716099 1.11608
1.17157 0.816669 0.746348
1.16806 0.816669 0.746348
1.16455 0.873476 0.540464
1.16106 0.804294 0.118954
1.15757 0.607149 0.126134
1.1541 0.607149 0.126134
1.15064 0.321319 0.416493
1.14719 0.430738 0.461762
1.14375 0.430738 0.461762
1.14031 0.695083 0.521055
1.13689 0.722191 0.0305473
1.13348 0.759332 0.2875
1.13008 0.955198 0.524519
1.12669 0.968764 0.407736
1.12331 0.94494 0.699114
1.11994 0.860268 1.23889
1.11658 0.844232 1.1907
1.11323 0.844232 1.1907
1.10989 0.654388 1.00711
1.10656 0.59185 0.669339
1.10324 0.407025 1.16163
1.09993 0.629387 0.985947
1.09663 0.858383 0.662539
1.09334 0.973586 0.724135
1.09006 0.831431 0.247494
1.08679 0.917759 0.738688
1.08353 1.1857 0.300941
1.08028 0.927335 0.218689
1.07704 1.14933 0.351244
1.07381 1.23086 0.231814
1.07059 1.23086 0.231814
1.06738 1.24225 0.480683
1.06418 1.24225 0.480683
1.06098 1.31097 0.417553
1.0578 1.21221 0.512966
1.05463 1.14309 0.611481
1.05146 1.14309 0.611481
1.04831 0.894864 0.940643
1.04516 0.735391 0.515406
1.04203 0.731066 0.091368
1.0389 0.54275 0.498711
1.03579 0.561431 0.626707
1.03268 0.544936 0.586697
1.02958 0.544936 0.586697
1.02649 0.740652 0.283298
1.02341 0.972874 0.567998
1.02034 0.972874 0.567998
1.01728 0.988424 0.67303
1.01423 0.901588 0.550014
1.01119 0.867681 0.280146
1.00815 0.879377 0.0799417
1.00513 0.918626 0.162772
1.00211 1.11613 0.000929458
0.999106 1.11557 0.205937
0.996109 1.2122 0.023013
0.99312 0.976643 0.319043
0.990141 0.792246 0.172907
0.987171 0.885378 0.608313
0.984209 0.885378 0.608313
0.981256 0.692792 0.463867
0.978313 0.692792 0.463867
0.975378 0.692792 0.463867
0.972452 0.498395 0.580641
0.969534 0.389915 0.796521
0.966626 0.389915 0.796521
0.963726 0.359108 0.967705
0.960835 0.4606 0.934611
0.957952 0.4606 0.934611
0.955078 0.439471 0.727507
0.952213 0.439471 0.727507
0.949356 0.417732 0.818891
0.946508 0.392422 0.606331
0.943669 0.479334 0.76129
0.940838 0.599385 0.504271
0.938015 0.474606 0.591733
0.935201 0.474606 0.591733
0.932396 0.474606 0.591733
0.929598 0.551161 0.387415
0.92681 0.732375 0.550587
0.924029 0.957855 0.855688
0.921257 0.862313 0.720208
0.918493 0.804144 0.905041
0.915738 0.804144 0.905041
0.912991 0.804144 0.905041
0.910252 0.67963 1.11988
0.907521 0.7991 1.35814
0.904798 0.763183 0.916998
0.902084 0.706012 1.05733
0.899378 0.713729 0.664522
0.89668 0.690358 0.85017
0.89399 0.843328 0.68845
0.891308 0.843328 0.68845
0.888634 1.0397 0.310842
0.885968 0.867199 0.557981
0.88331 0.998835 0.769507
0.88066 0.998835 0.769507
0.878018 1.09057 0.446399
0.875384 1.13217 0.145837
0.872758 1.19561 0.361864
0.870139 1.03876 0.344729
0.867529 1.0581 0.0407068
0.864926 1.0435 0.00636186
0.862332 0.828052 0.268165
0.859745 0.672972 0.173332
0.857165 0.459475 0.159206
0.854594 0.559835 0.390404
0.85203 0.476806 0.138185
0.849474 0.413355 0.371449
0.846926 0.602265 0.474136
0.844385 0.701583 0.477394
0.841852 0.532195 0.895745
0.839326 0.532195 0.895745
0.836808 0.701924 0.646888
0.834298 0.720249 0.505943
0.831795 0.548037 0.79823
0.829299 0.548037 0.79823
0.826812 0.670918 0.470519
0.824331 0.670918 0.470519
0.821858 0.697519 0.852035
0.819393 0.697519 0.852035
0.816934 0.697519 0.852035
0.814484 0.632341 1.02332
0.81204 0.751083 0.636501
0.809604 0.751083 0.636501
0.807175 0.751083 0.636501
0.804754 0.765968 0.86384
0.802339 0.765968 0.86384
0.799932 0.84733 0.507027
0.797533 1.01985 0.721926
0.79514 0.84852 0.793667
0.792755 0.84852 0.793667
0.790376 0.731303 0.975993
0.788005 0.838857 0.598656
0.785641 0.838857 0.598656
0.783284 0.845079 0.270273
0.780934 1.03798 0.106473
0.778592 1.14327 0.225951
0.776256 1.14327 0.225951
0.773927 1.10106 0.0297284
0.771605 1.13605 0.0967424
0.76929 1.17023 0.194336
0.766983 1.12741 0.18323
0.764682 0.956193 0.515335
0.762388 1.06258 0.611994
0.7601 0.980344 0.337317
0.75782 0.980344 0.337317
0.755547 1.10213 0.534042
0.75328 1.10213 0.534042
0.75102 0.916567 0.68575
0.748767 0.86471 0.492489
0.746521 0.69065 0.600676
0.744281 0.629867 0.899256
0.742048 0.662228 0.76297
0.739822 0.55504 0.894674
0.737603 0.52509 0.997995
0.73539 0.480902 0.712546
0.733184 0.449158 0.668299
0.730984 0.609878 0.783585
0.728791 0.609878 0.783585
0.726605 0.609878 0.783585
0.724425 0.780776 0.64853
0.722252 0.780776 0.64853
0.720085 0.780776 0.64853
0.717925 0.921581 0.460406
0.715771 0.846194 0.504765
0.713624 0.845742 0.412258
0.711483 0.711061 0.207073
0.709348 0.646684 0.524479
0.70722 0.593316 0.464331
0.705099 0.566545 0.351404
0.702983 0.716822 0.108589
0.700874 0.891616 0.0904423
0.698772 0.945319 0.14721
0.696676 0.928634 0.402927
0.694586 0.899162 0.666572
0.692502 0.865143 0.547051
0.690424 0.699445 0.40362
0.688353 0.567154 0.741646
0.686288 0.597493 0.753966
0.684229 0.631243 0.8443
0.682176 0.631243 0.8443
0.68013 0.515064 0.505528
0.678089 0.368164 0.380712
0.676055 0.516826 0.396937
0.674027 0.516826 0.396937
0.672005 0.584058 0.654546
0.669989 0.71225 0.400807
0.667979 0.698169 0.553219
0.665975 0.691482 0.510798
0.663977 0.64081 0.247695
0.661985 0.508342 0.550444
0.659999 0.508342 0.550444
0.658019 0.508342 0.550444
0.656045 0.508342 0.550444
0.654077 0.509791 0.254321
0.652115 0.509791 0.254321
0.650158 0.572618 0.00507203
0.648208 0.687526 0.262803
0.646263 0.828121 0.303596
0.644325 0.861849 0.183489
0.642392 0.7952 0.0880553
0.640464 0.837434 0.230096
0.638543 0.682796 0.106169
0.636627 0.738276 0.0615997
0.634717 0.689844 0.0790061
0.632813 0.773959 0.233172
0.630915 0.810243 0.267738
0.629022 0.704579 0.271414
0.627135 0.704579 0.271414
0.625254 0.839138 0.14055
0.623378 0.977466 0.104173
0.621508 0.977466 0.104173
0.619643 1.07105 0.312805
0.617784 0.979371 0.619227
0.615931 0.891032 0.807397
0.614083 0.891032 0.807397
0.612241 0.891032 0.807397
0.610404 0.891032 0.807397
0.608573 0.891032 0.807397
0.606747 1.0099 0.614559
0.604927 0.9503 0.884992
0.603112 0.9503 0.884992
0.601303 0.9503 0.884992
0.599499 0.811198 0.679214
0.597701 0.68038 0.66907
0.595907 0.604099 0.886768
0.59412 0.604099 0.886768
0.592337 0.473388 0.908389
0.59056 0.473388 0.908389
0.588789 0.510393 0.972364
0.587022 0.510393 0.972364
0.585261 0.510393 0.972364
0.583505 0.405673 0.866431
0.581755 0.405673 0.866431
0.58001 0.49832 0.970617
0.57827 0.596636 0.903658
0.576535 0.692543 0.635737
0.574805 0.701601 0.525051
0.573081 0.840572 0.336866
0.571362 0.842484 0.137077
0.569647 0.964135 0.00304988
0.567939 1.07052 0.120175
0.566235 1.02735 0.145135
0.564536 1.16697 0.10553
0.562842 1.23074 0.379717
0.561154 1.36245 0.244146
0.55947 1.33339 0.190519
0.557792 1.36524 0.286228
0.556119 1.42149 0.0313849
0.55445 1.42149 0.0313849
0.552787 1.33655 0.0798697
0.551129 1.33655 0.0798697
0.549475 1.38618 0.143333
0.547827 1.28945 0.0122479
0.546183 1.35417 0.210151
0.544545 1.26359 0.141265
0.542911 1.26359 0.141265
0.541282 1.2091 0.270398
0.539658 1.25185 0.393855
0.53804 1.25185 0.393855
0.536425 1.17235 0.453849
0.534816 1.06134 0.638296
0.533212 0.957427 0.527897
0.531612 0.957427 0.527897
0.530017 0.953233 0.37535
0.528427 0.900088 0.124227
0.526842 0.880715 0.234799
0.525261 0.941177 0.142318
0.523686 0.959078 0.220782
0.522115 0.987892 0.213446
0.520548 0.918883 0.166959
0.518987 1.00282 0.182877
0.51743 0.912139 0.0351749
0.515877 0.836994 0.0775244
0.51433 0.830989 0.0602416
0.512787 0.750503 0.172302
0.511248 0.751938 0.363772
0.509715 0.853272 0.574792
0.508185 0.7421 0.742612
0.506661 0.702131 0.782501
0.505141 0.609724 0.730667
0.503625 0.609724 0.730667
0.502115 0.687456 0.628919
0.500608 0.661067 0.472651
0.499106 0.597426 0.708708
0.497609 0.595847 0.768137
0.496116 0.643319 0.900774
0.494628 0.559531 0.75763
0.493144 0.559531 0.75763
0.491665 0.559531 0.75763
0.49019 0.520047 0.75686
0.488719 0.614572 0.923929
0.487253 0.672685 0.790237
0.485791 0.554827 0.553229
0.484334 0.661374 0.693146
0.482881 0.652658 0.638166
0.481432 0.603818 0.584446
0.479988 0.497257 0.558772
0.478548 0.417847 0.479553
0.477112 0.384747 0.48051
0.475681 0.455441 0.45118
0.474254 0.518276 0.568754
0.472831 0.518276 0.568754
0.471413 0.490317 0.741611
0.469998 0.562722 0.928864
0.468588 0.67403 0.804034
0.467183 0.733839 0.97081
0.465781 0.643324 1.16679
0.464384 0.643324 1.16679
0.462991 0.621322 0.990251
0.461602 0.602538 0.882216
0.460217 0.673826 0.773418
0.458836 0.708004 0.621067
0.45746 0.660767 0.739662
0.456087 0.591689 0.563051
0.454719 0.581792 0.395974
0.453355 0.615667 0.549863
0.451995 0.615667 0.549863
0.450639 0.637614 0.347542
0.449287 0.72853 0.438686
0.447939 0.65515 0.630315
0.446595 0.607863 0.812745
0.445255 0.607863 0.812745
0.44392 0.607863 0.812745
0.442588 0.498591 0.889351
0.44126 0.498591 0.889351
0.439936 0.498591 0.889351
0.438616 0.429221 0.861563
0.437301 0.440439 0.990414
0.435989 0.426843 0.787789
0.434681 0.40547 0.674225
0.433377 0.40547 0.674225
0.432077 0.40547 0.674225
0.43078 0.480114 0.551361
0.429488 0.433048 0.525876
0.4282 0.486295 0.721762
0.426915 0.486295 0.721762
0.425634 0.492825 0.715834
