#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         373   -0.412272   -0.395752  0.00204361
         374   -0.392007   -0.395742  0.00203817
         375   -0.411435   -0.395784  0.00203316
         376   -0.363144   -0.395697  0.00202961
         377   -0.372009   -0.395634   0.0020252
         378   -0.349636   -0.395512  0.00202349
         379   -0.349226    -0.39539  0.00202183
         380   -0.393062   -0.395384  0.00201652
         381   -0.418124   -0.395444  0.00201211
         382   -0.425459   -0.395522  0.00200838
         383   -0.483845   -0.395753  0.00201633
         384   -0.409118   -0.395788  0.00201138
         385   -0.376798   -0.395739  0.00200676
         386   -0.379299   -0.395696  0.00200201
         387   -0.366759   -0.395621  0.00199824
         388   -0.375883    -0.39557  0.00199373
         389   -0.366551   -0.395496     0.00199
         390   -0.384572   -0.395468   0.0019851
         391   -0.361966   -0.395382  0.00198187
         392   -0.373356   -0.395326  0.00197761
         393    -0.38445   -0.395298  0.00197277
         394    -0.40297   -0.395318  0.00196786
         395   -0.442189   -0.395436  0.00196645
         396   -0.413292   -0.395481    0.001962
         397   -0.439593   -0.395592  0.00196021
         398   -0.423989   -0.395664  0.00195658
         399   -0.438848   -0.395772  0.00195467
         400   -0.423546   -0.395841  0.00195101
         401   -0.339671   -0.395701  0.00195117
         402    -0.37682   -0.395654  0.00194688
         403   -0.405083   -0.395678  0.00194219
         404   -0.420752    -0.39574  0.00193838
         405    -0.39719   -0.395743  0.00193359
         406   -0.366246   -0.395671  0.00193019
         407    -0.37222   -0.395613  0.00192631
         408   -0.391952   -0.395604  0.00192161
         409   -0.408209   -0.395635  0.00191716
         410   -0.367663   -0.395567   0.0019137
         411   -0.384619    -0.39554  0.00190923
         412   -0.348154   -0.395425  0.00190805
         413   -0.424627   -0.395496  0.00190474
         414   -0.434311    -0.39559  0.00190245
         415   -0.387769   -0.395571  0.00189796
         416   -0.341353    -0.39544  0.00189786
         417   -0.339228   -0.395306   0.0018981
         418   -0.339824   -0.395173  0.00189819
         419   -0.382254   -0.395142  0.00189391
         420   -0.370803   -0.395084  0.00189029
         421   -0.382233   -0.395054  0.00188604
         422   -0.386362   -0.395033  0.00188169
         423   -0.388176   -0.395017  0.00187731
         424   -0.362978   -0.394941   0.0018744
         425   -0.375509   -0.394896  0.00187055
         426   -0.369042   -0.394835  0.00186714
         427   -0.406817   -0.394863  0.00186298
         428   -0.388425   -0.394848  0.00185869
         429   -0.409632   -0.394882  0.00185467
         430   -0.467294   -0.395051  0.00185799
         431    -0.39588   -0.395053  0.00185368
         432   -0.411854   -0.395092   0.0018498
         433   -0.437171   -0.395189  0.00184808
         434   -0.419316   -0.395244  0.00184465
         435   -0.498333   -0.395481  0.00185557
         436   -0.438863   -0.395581  0.00185398
         437   -0.425537   -0.395649  0.00185101
         438    -0.43057   -0.395729   0.0018485
         439   -0.372624   -0.395676  0.00184504
         440   -0.405597   -0.395699  0.00184098
         441   -0.439077   -0.395797  0.00183943
         442   -0.409836   -0.395829  0.00183554
         443   -0.371212   -0.395774  0.00183224
         444   -0.372821   -0.395722  0.00182884
         445   -0.383548   -0.395694  0.00182494
         446   -0.386967   -0.395675  0.00182095
         447   -0.326008   -0.395519  0.00182354
         448   -0.359684   -0.395439  0.00182122
         449   -0.396134   -0.395441  0.00181716
         450   -0.426372   -0.395509  0.00181443
         451   -0.447231   -0.395624  0.00181402
         452   -0.416711   -0.395671  0.00181061
         453   -0.407473   -0.395697   0.0018068
         454   -0.453047   -0.395823  0.00180723
         455   -0.457503   -0.395959  0.00180834
         456     -0.4161   -0.396003  0.00180491
         457   -0.381023    -0.39597  0.00180126
         458    -0.39839   -0.395975  0.00179733
         459   -0.411394   -0.396009  0.00179373
         460   -0.443736   -0.396113  0.00179283
         461   -0.446669   -0.396222  0.00179229
         462    -0.41897   -0.396272  0.00178909
         463   -0.387628   -0.396253  0.00178532
         464    -0.33796   -0.396127  0.00178589
         465   -0.352532   -0.396034  0.00178451
         466   -0.363724   -0.395964  0.00178202
         467   -0.391546   -0.395955  0.00177823
         468   -0.402328   -0.395968  0.00177449
         469   -0.367369   -0.395907  0.00177175
         470   -0.363835   -0.395839  0.00176929
         471   -0.357899   -0.395759  0.00176737
         472   -0.404147   -0.395776  0.00176371
         473   -0.382362   -0.395748  0.00176021
         474   -0.432356   -0.395825  0.00175819
         475   -0.453808   -0.395947  0.00175873
         476   -0.401282   -0.395958  0.00175507
         477   -0.379633   -0.395924  0.00175172
         478    -0.35211   -0.395833  0.00175045
         479   -0.352258   -0.395742  0.00174916
         480   -0.335961   -0.395617  0.00174994
         481   -0.360071   -0.395543  0.00174787
         482   -0.374366   -0.395499  0.00174479
         483   -0.387061   -0.395482  0.00174127
         484   -0.424202   -0.395541  0.00173868
         485   -0.384287   -0.395518  0.00173525
         486   -0.377385   -0.395481  0.00173208
         487   -0.406448   -0.395503  0.00172867
         488   -0.405786   -0.395524  0.00172526
         489   -0.412635   -0.395559  0.00172208
         490    -0.39843   -0.395565  0.00171858
         491   -0.348735    -0.39547  0.00171772
         492   -0.353442   -0.395384  0.00171635
         493   -0.391522   -0.395376  0.00171289
         494   -0.365245   -0.395315  0.00171051
         495    -0.41142   -0.395348  0.00170736
         496   -0.387484   -0.395332  0.00170399
         497   -0.392554   -0.395327  0.00170057
         498   -0.425739   -0.395388  0.00169826
         499   -0.473839   -0.395545  0.00170211
         500   -0.461529   -0.395677  0.00170382
