#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
         307    -3.94536     -3.8826  0.00504525
         308    -3.91974    -3.88272  0.00503031
         309    -3.78998    -3.88242  0.00502298
         310    -3.90368    -3.88249  0.00500724
         311    -3.76903    -3.88213  0.00500441
         312    -3.88638    -3.88214  0.00498839
         313    -3.83381    -3.88198  0.00497484
         314    -3.97975     -3.8823  0.00496873
         315    -3.84325    -3.88217  0.00495451
         316    -3.86005     -3.8821  0.00493932
         317      -3.868    -3.88206  0.00492394
         318     -3.8262    -3.88188  0.00491159
         319     -3.9147    -3.88198  0.00489727
         320     -3.7976    -3.88172  0.00488906
         321    -3.83205    -3.88157  0.00487628
         322    -3.88558    -3.88158  0.00486115
         323    -3.80424    -3.88134  0.00485199
         324    -4.00611    -3.88172  0.00485228
         325     -3.9552    -3.88195  0.00484261
         326    -4.04311    -3.88244  0.00485292
         327    -3.90946    -3.88253  0.00483878
         328    -3.93504    -3.88269  0.00482668
         329    -3.87457    -3.88266  0.00481207
         330    -3.74048    -3.88223  0.00481674
         331    -4.10619    -3.88291  0.00484948
         332    -3.93726    -3.88307  0.00483763
         333    -3.96678    -3.88332  0.00482963
         334    -3.82905    -3.88316  0.00481791
         335    -4.01642    -3.88356  0.00481992
         336    -3.82262    -3.88338  0.00480898
         337    -3.82945    -3.88322  0.00479737
         338    -3.82375    -3.88304  0.00478641
         339    -3.96123    -3.88327  0.00477784
         340    -3.86554    -3.88322  0.00476407
         341    -3.89189    -3.88325  0.00475017
         342    -3.85748    -3.88317  0.00473688
         343    -3.74688    -3.88277   0.0047397
         344    -3.88475    -3.88278  0.00472593
         345    -4.04945    -3.88326  0.00473686
         346    -3.99038    -3.88357  0.00473327
         347     -3.8347    -3.88343  0.00472173
         348    -3.93046    -3.88357  0.00471009
         349    -3.64655    -3.88289  0.00474531
         350    -3.77322    -3.88257  0.00474208
         351    -3.96183     -3.8828  0.00473395
         352    -3.82198    -3.88263  0.00472365
         353    -3.95893    -3.88284  0.00471521
         354    -3.87238    -3.88281  0.00470199
         355    -3.87595    -3.88279  0.00468878
         356    -3.81666    -3.88261  0.00467929
         357    -3.95006     -3.8828  0.00466999
         358    -3.87704    -3.88278  0.00465698
         359    -3.87877    -3.88277  0.00464402
         360    -3.82958    -3.88262  0.00463347
         361     -3.9388    -3.88278  0.00462324
         362    -3.98043    -3.88305  0.00461834
         363    -3.98189    -3.88332  0.00461363
         364     -3.9849     -3.8836  0.00460939
         365    -3.86779    -3.88356  0.00459697
         366    -3.87836    -3.88354  0.00458443
         367     -4.0387    -3.88396  0.00459139
         368    -3.96853    -3.88419  0.00458466
         369    -3.88238    -3.88419  0.00457224
         370    -3.83706    -3.88406  0.00456165
         371    -3.96623    -3.88428  0.00455473
         372    -3.88389    -3.88428  0.00454249
         373    -3.94596    -3.88445  0.00453332
         374    -3.92757    -3.88456  0.00452266
         375    -3.82601    -3.88441   0.0045133
         376    -3.82239    -3.88424  0.00450431
         377    -3.90375    -3.88429  0.00449266
         378     -3.7877    -3.88404  0.00448803
         379    -3.88117    -3.88403   0.0044762
         380     -4.0242     -3.8844  0.00447959
         381    -3.99041    -3.88468  0.00447647
         382    -3.82354    -3.88452  0.00446761
         383      -3.903    -3.88457  0.00445621
         384    -3.82706    -3.88442  0.00444712
         385    -3.85126    -3.88433   0.0044364
         386    -3.89745    -3.88436  0.00442504
         387    -3.91234    -3.88444  0.00441419
         388    -4.00322    -3.88474  0.00441342
         389    -3.99262    -3.88502  0.00441078
         390    -3.90937    -3.88508  0.00439991
         391    -3.98549    -3.88534  0.00439614
         392    -3.84868    -3.88524  0.00438592
         393    -3.91788    -3.88533  0.00437555
         394    -4.05028    -3.88575  0.00438443
         395    -3.81465    -3.88557  0.00437702
         396    -3.76062    -3.88525  0.00437733
         397    -3.88168    -3.88524  0.00436631
         398    -3.67385    -3.88471  0.00438753
         399    -3.88451    -3.88471  0.00437653
         400    -3.84403    -3.88461  0.00436677
         401    -4.00969    -3.88492  0.00436701
         402    -4.01041    -3.88523  0.00436728
