#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
         333         1.1         1.1 7.07178e-09
         334         1.1         1.1 7.06118e-09
         335         1.1         1.1 7.05064e-09
         336         1.1         1.1 7.04014e-09
         337         1.1         1.1 7.02968e-09
         338         1.1         1.1 6.97232e-09
         339         1.1         1.1 6.96203e-09
         340         1.1         1.1 6.95179e-09
         341         1.1         1.1 6.94159e-09
         342         1.1         1.1 6.93143e-09
         343         1.1         1.1 6.87439e-09
         344         1.1         1.1  6.8644e-09
         345         1.1         1.1 6.85444e-09
         346         1.1         1.1 6.93765e-09
         347         1.1         1.1 6.92765e-09
         348         1.1         1.1 6.91769e-09
         349         1.1         1.1 6.86157e-09
         350         1.1         1.1 6.85176e-09
         351         1.1         1.1 6.84199e-09
         352         1.1         1.1 6.83226e-09
         353         1.1         1.1 6.82258e-09
         354         1.1         1.1 6.81294e-09
         355         1.1         1.1 6.75721e-09
         356         1.1         1.1 6.74771e-09
         357         1.1         1.1 6.73825e-09
         358         1.1         1.1 6.72884e-09
         359         1.1         1.1 6.71946e-09
         360         1.1         1.1 6.71012e-09
         361         1.1         1.1 6.65477e-09
         362         1.1         1.1 6.64557e-09
         363         1.1         1.1 6.72795e-09
         364         1.1         1.1  6.7187e-09
         365         1.1         1.1 6.70949e-09
         366         1.1         1.1 6.70032e-09
         367         1.1         1.1 6.69118e-09
         368         1.1         1.1 6.63678e-09
         369         1.1         1.1 6.62778e-09
         370         1.1         1.1 6.61882e-09
         371         1.1         1.1  6.6099e-09
         372         1.1         1.1 6.60101e-09
         373         1.1         1.1 6.59215e-09
         374         1.1         1.1 6.53808e-09
         375         1.1         1.1 6.52936e-09
         376         1.1         1.1 6.52067e-09
         377         1.1         1.1 6.51202e-09
         378         1.1         1.1  6.5034e-09
         379         1.1         1.1 6.49481e-09
         380         1.1         1.1 6.48626e-09
         381         1.1         1.1  6.5671e-09
         382         1.1         1.1  6.5585e-09
         383         1.1         1.1 6.54993e-09
         384         1.1         1.1 6.54139e-09
         385         1.1         1.1 6.53289e-09
         386         1.1         1.1 6.52443e-09
         387         1.1         1.1 6.51599e-09
         388         1.1         1.1 6.46347e-09
         389         1.1         1.1 6.45516e-09
         390         1.1         1.1 6.44687e-09
         391         1.1         1.1 6.43863e-09
         392         1.1         1.1 6.43041e-09
         393         1.1         1.1 6.42222e-09
         394         1.1         1.1 6.41407e-09
         395         1.1         1.1 6.36191e-09
         396         1.1         1.1 6.35388e-09
         397         1.1         1.1 6.34587e-09
         398         1.1         1.1 6.33789e-09
         399         1.1         1.1 6.32994e-09
         400         1.1         1.1 6.32203e-09
         401         1.1         1.1 6.31414e-09
         402         1.1         1.1 6.39327e-09
         403         1.1         1.1 6.34204e-09
         404         1.1         1.1 6.33419e-09
         405         1.1         1.1 6.32636e-09
         406         1.1         1.1 6.31857e-09
         407         1.1         1.1  6.3108e-09
         408         1.1         1.1 6.30306e-09
         409         1.1         1.1 6.29535e-09
         410         1.1         1.1 6.28767e-09
         411         1.1         1.1 6.23685e-09
         412         1.1         1.1 6.22928e-09
         413         1.1         1.1 6.22173e-09
         414         1.1         1.1 6.21421e-09
         415         1.1         1.1 6.20672e-09
         416         1.1         1.1 6.19926e-09
         417         1.1         1.1 6.19182e-09
         418         1.1         1.1 6.18441e-09
         419         1.1         1.1 6.13398e-09
         420         1.1         1.1 6.12667e-09
         421         1.1         1.1 6.11939e-09
         422         1.1         1.1 6.11214e-09
         423         1.1         1.1 6.10491e-09
         424         1.1         1.1  6.1405e-09
         425         1.1         1.1 6.17571e-09
         426         1.1         1.1 6.16846e-09
         427         1.1         1.1 6.16123e-09
         428         1.1         1.1 6.15403e-09
         429         1.1         1.1 6.14685e-09
         430         1.1         1.1  6.1397e-09
         431         1.1         1.1 6.13258e-09
         432         1.1         1.1 6.12547e-09
         433         1.1         1.1 6.07634e-09
         434         1.1         1.1 6.06934e-09
         435         1.1         1.1 6.06236e-09
         436         1.1         1.1  6.0554e-09
         437         1.1         1.1 6.04847e-09
         438         1.1         1.1 6.04156e-09
         439         1.1         1.1 6.03468e-09
         440         1.1         1.1 6.02782e-09
         441         1.1         1.1 6.02098e-09
         442         1.1         1.1 5.97225e-09
         443         1.1         1.1 5.96551e-09
         444         1.1         1.1 5.95879e-09
         445         1.1         1.1 5.95209e-09
         446         1.1         1.1 5.94541e-09
         447         1.1         1.1 5.93876e-09
         448         1.1         1.1 5.93212e-09
         449         1.1         1.1 5.92552e-09
         450         1.1         1.1 6.00171e-09
         451         1.1         1.1 5.99506e-09
         452         1.1         1.1 5.94726e-09
         453         1.1         1.1  5.9407e-09
         454         1.1         1.1 5.93415e-09
         455         1.1         1.1 5.92762e-09
         456         1.1         1.1 5.92112e-09
         457         1.1         1.1 5.91464e-09
         458         1.1         1.1 5.90818e-09
         459         1.1         1.1 5.90174e-09
         460         1.1         1.1 5.89532e-09
         461         1.1         1.1 5.88892e-09
         462         1.1         1.1 5.84155e-09
         463         1.1         1.1 5.83524e-09
         464         1.1         1.1 5.82895e-09
         465         1.1         1.1 5.82268e-09
         466         1.1         1.1 5.81643e-09
         467         1.1         1.1  5.8102e-09
         468         1.1         1.1 5.80399e-09
         469         1.1         1.1  5.7978e-09
         470         1.1         1.1 5.79162e-09
         471         1.1         1.1 5.78547e-09
         472         1.1         1.1  5.7385e-09
         473         1.1         1.1 5.73243e-09
         474         1.1         1.1 5.72638e-09
         475         1.1         1.1 5.72035e-09
         476         1.1         1.1 5.71433e-09
         477         1.1         1.1 5.70834e-09
         478         1.1         1.1 5.70237e-09
         479         1.1         1.1 5.69641e-09
         480         1.1         1.1 5.69047e-09
         481         1.1         1.1 5.68456e-09
         482         1.1         1.1 5.67866e-09
         483         1.1         1.1 5.63211e-09
         484         1.1         1.1 5.62629e-09
         485         1.1         1.1 5.62048e-09
         486         1.1         1.1  5.6147e-09
         487         1.1         1.1 5.60893e-09
         488         1.1         1.1 5.60318e-09
         489         1.1         1.1 5.59745e-09
         490         1.1         1.1 5.59174e-09
         491         1.1         1.1 5.58604e-09
         492         1.1         1.1 5.58036e-09
         493         1.1         1.1  5.5747e-09
         494         1.1         1.1 5.52855e-09
         495         1.1         1.1 5.52296e-09
         496         1.1         1.1 5.59794e-09
         497         1.1         1.1 5.59231e-09
         498         1.1         1.1 5.58669e-09
         499         1.1         1.1 5.58109e-09
         500         1.1         1.1  5.5755e-09
