#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
         420    -133.425    -134.334   0.0223144
         421     -134.63    -134.335   0.0222725
         422    -134.475    -134.335   0.0222222
         423    -134.301    -134.335   0.0221698
         424    -134.453    -134.336   0.0221192
         425    -134.504    -134.336   0.0220708
         426    -133.916    -134.335    0.022041
         427    -133.963    -134.334   0.0220066
         428    -134.562    -134.335   0.0219616
         429    -134.025    -134.334   0.0219223
         430    -134.624    -134.335   0.0218817
         431    -135.047    -134.336   0.0218933
         432    -134.294    -134.336   0.0218429
         433     -134.07    -134.336   0.0218011
         434    -134.414    -134.336   0.0217516
         435     -134.39    -134.336   0.0217019
         436    -133.709    -134.334   0.0216997
         437    -134.285    -134.334   0.0216503
         438    -134.219    -134.334   0.0216025
         439    -134.276    -134.334   0.0215537
         440    -134.668    -134.335   0.0215181
         441    -133.505    -134.333   0.0215514
         442      -134.9    -134.334   0.0215408
         443    -133.932    -134.333   0.0215113
         444    -134.633    -134.334   0.0214735
         445    -134.078    -134.333   0.0214329
         446    -134.295    -134.333   0.0213851
         447    -134.252    -134.333    0.021338
         448    -134.609    -134.334   0.0212992
         449    -133.946    -134.333   0.0212693
         450    -134.269    -134.333   0.0212225
         451     -133.62    -134.331   0.0212341
         452     -134.25    -134.331   0.0211879
         453    -134.607    -134.332   0.0211499
         454    -135.044    -134.333   0.0211615
         455    -133.979    -134.332   0.0211293
         456    -134.342    -134.332    0.021083
         457    -134.161    -134.332   0.0210402
         458    -134.001    -134.331   0.0210067
         459    -134.263    -134.331   0.0209614
         460    -135.108    -134.333   0.0209839
         461    -134.814    -134.334   0.0209643
         462    -134.264    -134.334   0.0209194
         463    -134.095    -134.333   0.0208806
         464     -134.37    -134.333   0.0208357
         465    -134.162    -134.333   0.0207942
         466    -134.804    -134.334   0.0207742
         467    -134.066    -134.333   0.0207376
         468    -134.604    -134.334   0.0207013
         469    -134.458    -134.334   0.0206589
         470    -134.524    -134.335   0.0206189
         471    -134.578    -134.335   0.0205816
         472    -134.946    -134.336   0.0205786
         473    -133.969    -134.336   0.0205497
         474    -134.202    -134.335   0.0205083
         475    -134.256    -134.335   0.0204658
         476    -134.602    -134.336   0.0204305
         477    -134.035    -134.335   0.0203974
         478    -134.751    -134.336   0.0203733
         479    -135.026    -134.337   0.0203816
         480    -134.596    -134.338   0.0203462
         481    -133.761    -134.337   0.0203393
         482    -134.335    -134.337   0.0202971
         483    -134.693    -134.337   0.0202685
         484    -134.203    -134.337   0.0202285
         485    -134.165    -134.337   0.0201899
         486    -134.725    -134.338   0.0201642
         487    -134.522    -134.338   0.0201263
         488    -133.097    -134.335   0.0202451
         489    -134.574    -134.336   0.0202095
         490    -135.345    -134.338    0.020273
         491     -134.06    -134.337   0.0202397
         492    -133.798    -134.336   0.0202282
         493    -134.823    -134.337   0.0202113
         494    -135.109    -134.339   0.0202307
         495    -134.645     -134.34   0.0201993
         496    -133.797    -134.338   0.0201881
         497    -133.309    -134.336   0.0202536
         498     -134.28    -134.336   0.0202132
         499    -134.085    -134.336    0.020179
         500    -134.112    -134.335   0.0201436
