0 -0.00863264 0 0.5159
1 -0.0185379 0.00990524 0.5086
2 -0.01483 0.00681564 0.5129
3 -0.00741276 0.00884546 0.5075
4 0.000624655 0.0105615 0.5072
5 0.00847174 0.0116593 0.5189
6 0.00630261 0.0100899 0.5135
7 0.0068902 0.00875781 0.5102
8 0.00398543 0.00825183 0.5173
9 0.0061265 0.00768494 0.5103
10 0.00743547 0.00707346 0.5129
11 0.00854741 0.00655219 0.5165
12 0.00828368 0.00603291 0.5138
13 0.00713339 0.00570261 0.5169
14 0.00724955 0.00531011 0.514
15 0.0077246 0.00498982 0.5164
16 0.00662254 0.00481494 0.5173
17 0.00713636 0.00456855 0.5117
18 0.00616156 0.00443 0.5078
19 0.00725323 0.00434213 0.5133
20 0.00681612 0.00415326 0.5181
21 0.00632033 0.00399089 0.5142
22 0.00495547 0.00405032 0.5095
23 0.00349958 0.00414217 0.5184
24 0.00273271 0.00404637 0.5124
25 0.00036816 0.00455025 0.5159
26 -0.000292255 0.004428 0.5226
27 0.000840234 0.00441466 0.5162
28 0.000673677 0.00426297 0.5167
29 0.00217449 0.00438335 0.5051
30 0.00269075 0.00427092 0.5172
31 0.00234585 0.00414965 0.5177
32 0.00216462 0.00402602 0.5077
33 0.00250032 0.00392022 0.5216
34 0.00194119 0.00384741 0.5141
35 0.00114243 0.00382338 0.5139
36 0.00176695 0.00377068 0.518
37 0.00161381 0.00367331 0.5121
38 0.00187762 0.00358759 0.5147
39 0.00434664 0.00428058 0.5188
40 0.00448106 0.00417703 0.5152
41 0.00483477 0.00409168 0.5117
42 0.00387695 0.0041086 0.5114
43 0.00354674 0.0040277 0.5172
44 0.00384125 0.00394817 0.5143
45 0.00336887 0.00389018 0.5166
46 0.00284161 0.00384285 0.5192
47 0.00274512 0.00376318 0.5225
48 0.00286058 0.00368739 0.5145
49 0.00286658 0.00361289 0.5061
50 0.00237659 0.00357508 0.5084
51 0.00252119 0.00350863 0.5207
52 0.00255793 0.00344199 0.5163
53 0.00238439 0.00338211 0.5136
54 0.00207582 0.00333435 0.5106
55 0.00193062 0.00327749 0.5105
56 0.00129064 0.00328247 0.5088
57 0.00087777 0.00325169 0.5095
58 0.000270589 0.00325327 0.5215
59 9.15257e-05 0.0032036 0.5126
60 -0.000124245 0.00315802 0.5162
61 0.000207061 0.00312428 0.5072
62 -0.000101116 0.0030897 0.5118
63 -0.000375421 0.00305339 0.5109
64 -0.000682473 0.00302168 0.5114
65 -0.000921597 0.00298514 0.5183
66 -0.000783242 0.0029435 0.5085
67 -0.000115504 0.00297578 0.5208
68 2.27826e-05 0.00293559 0.522
69 -4.19076e-05 0.00289408 0.5142
70 0.000376123 0.00288348 0.5085
71 -0.000129902 0.00288783 0.5176
72 5.08757e-05 0.00285373 0.5255
73 -0.000214645 0.0028274 0.5061
74 -0.000829635 0.00285644 0.5105
75 -0.00116356 0.00283831 0.53
76 -0.00146509 0.00281739 0.5126
77 -0.00168681 0.00278986 0.5124
78 -0.00136366 0.00277321 0.509
79 -0.00101718 0.00276016 0.5151
80 -0.00101382 0.00272587 0.5129
81 -0.00136497 0.00271523 0.5143
82 -0.00143208 0.00268315 0.5145
83 -0.00170471 0.002665 0.511
84 -0.00126909 0.00266925 0.5015
85 -0.00148715 0.00264702 0.5181
86 -0.00145009 0.00261668 0.5227
87 -0.00152231 0.00258778 0.51
88 -0.00185726 0.00258037 0.5196
89 -0.00188493 0.00255169 0.5093
90 -0.00195429 0.00252445 0.5065
91 -0.00173366 0.00250659 0.5044
92 -0.0019177 0.00248631 0.513
93 -0.00205272 0.00246342 0.509
94 -0.00228337 0.00244824 0.5148
95 -0.00263501 0.00244799 0.5086
96 -0.00269114 0.00242327 0.5215
97 -0.00262751 0.00239926 0.5186
98 -0.00258352 0.00237531 0.5138
99 -0.00275944 0.00235801 0.5102
