0 0.395479 0 0.445
1 0.412411 0.0169322 0.4292
2 0.413191 0.0098069 0.4398
3 0.409995 0.00763571 0.4429
4 0.415409 0.00801831 0.4324
5 0.409445 0.00885606 0.4452
6 0.408141 0.00759747 0.4438
7 0.407777 0.00658969 0.4408
8 0.407599 0.00581429 0.436
9 0.407104 0.00522393 0.4383
10 0.40707 0.00472534 0.4381
11 0.409537 0.00496928 0.4302
12 0.407626 0.00495441 0.4518
13 0.409104 0.00481893 0.4403
14 0.410589 0.00472582 0.4322
15 0.411764 0.0045739 0.4375
16 0.409957 0.00466082 0.443
17 0.410084 0.00439611 0.4389
18 0.410278 0.00416282 0.4429
19 0.409059 0.00413305 0.4395
20 0.410035 0.00405068 0.4384
21 0.411508 0.00413341 0.4263
22 0.411864 0.00396562 0.4358
23 0.411826 0.00379698 0.4318
24 0.411424 0.00366408 0.446
25 0.411653 0.0035278 0.4385
26 0.410959 0.00346491 0.447
27 0.411268 0.00335311 0.4271
28 0.410741 0.00327798 0.4457
29 0.410193 0.00321383 0.4489
30 0.409372 0.00321506 0.4511
31 0.409925 0.00316175 0.4307
32 0.409926 0.00306444 0.4478
33 0.408816 0.00317327 0.4482
34 0.408938 0.00308368 0.4397
35 0.408272 0.0030699 0.4451
36 0.408085 0.00299163 0.4402
37 0.407342 0.00300502 0.4532
38 0.40744 0.00292858 0.4431
39 0.407065 0.00287898 0.438
40 0.407068 0.00280788 0.4377
41 0.407222 0.00274452 0.4334
42 0.407601 0.00270669 0.4305
43 0.40769 0.00264596 0.4422
44 0.407437 0.00259892 0.4404
45 0.408309 0.00268727 0.4304
46 0.408582 0.00264363 0.4362
47 0.408331 0.00260009 0.45
48 0.40848 0.0025508 0.4393
49 0.40817 0.00251839 0.439
50 0.408715 0.0025281 0.4388
51 0.408653 0.0024798 0.439
52 0.408493 0.00243778 0.4465
53 0.408479 0.00239225 0.4432
54 0.408575 0.00235031 0.4404
55 0.40875 0.00231463 0.4326
56 0.409168 0.00231169 0.4314
57 0.408809 0.00229962 0.4394
58 0.408646 0.00226622 0.446
59 0.408664 0.0022282 0.4293
60 0.408761 0.00219351 0.437
61 0.408266 0.0022138 0.4462
62 0.408503 0.00219123 0.437
63 0.408609 0.00215929 0.4414
64 0.408356 0.00214071 0.4527
65 0.408421 0.00210902 0.4378
66 0.408329 0.00207935 0.4369
67 0.408441 0.00205162 0.4395
68 0.408678 0.00203555 0.4418
69 0.408642 0.0020066 0.4337
70 0.408494 0.0019836 0.4405
71 0.408842 0.00198655 0.4419
72 0.408676 0.00196618 0.4442
73 0.40886 0.00194809 0.4342
74 0.409115 0.0019388 0.4367
75 0.409177 0.00191415 0.435
76 0.409013 0.00189623 0.4465
77 0.409184 0.00187957 0.4367
78 0.409319 0.00186049 0.4411
79 0.409432 0.00184059 0.435
80 0.409467 0.00181806 0.4363
81 0.409608 0.00180124 0.4327
82 0.409522 0.00178148 0.4403
83 0.409338 0.00176972 0.4329
84 0.409443 0.0017519 0.4454
85 0.409612 0.00173972 0.4347
86 0.40965 0.00172002 0.4411
87 0.40974 0.00170275 0.4387
88 0.409732 0.00168352 0.4476
89 0.409951 0.00167899 0.4391
90 0.409957 0.00166044 0.4394
91 0.409759 0.00165419 0.4492
92 0.409511 0.00165493 0.4327
93 0.409496 0.00163729 0.4386
94 0.409345 0.001627 0.445
95 0.409345 0.00160996 0.4425
96 0.409223 0.00159798 0.4366
97 0.409225 0.00158159 0.4429
98 0.409013 0.00157982 0.4397
99 0.409045 0.00156426 0.4382
