#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
         223     9.62514     9.65069  0.00265925
         224     9.67405     9.65079  0.00264942
         225     9.65931     9.65083  0.00263791
         226     9.62317     9.65071  0.00262908
         227     9.75038     9.65115  0.00265391
         228     9.64773     9.65113  0.00264231
         229      9.6438      9.6511  0.00263096
         230     9.69074     9.65127  0.00262517
         231     9.59916     9.65105  0.00262348
         232     9.67012     9.65113  0.00261346
         233     9.59635      9.6509  0.00261279
         234     9.61474     9.65074  0.00260619
         235     9.66033     9.65078  0.00259542
         236     9.62804     9.65069  0.00258621
         237     9.63107      9.6506  0.00257662
         238     9.62872     9.65051  0.00256744
         239      9.6683     9.65058  0.00255777
         240     9.66798     9.65066  0.00254814
         241      9.6164     9.65052  0.00254153
         242     9.64249     9.65048  0.00253125
         243     9.61917     9.65035  0.00252411
         244     9.64462     9.65033  0.00251387
         245     9.65054     9.65033  0.00250361
         246     9.64899     9.65033  0.00249344
         247     9.64422      9.6503  0.00248347
         248     9.59796     9.65009  0.00248241
         249     9.70156      9.6503  0.00248103
         250      9.6441     9.65027  0.00247123
         251     9.70876      9.6505  0.00247234
         252     9.64848      9.6505  0.00246255
         253     9.66813     9.65057   0.0024538
         254      9.6498     9.65056  0.00244414
         255     9.67416     9.65066  0.00243631
         256     9.66673     9.65072   0.0024276
         257     9.60007     9.65052  0.00242614
         258     9.72125      9.6508  0.00243217
         259     9.65101      9.6508  0.00242278
         260     9.59919      9.6506  0.00242158
         261     9.64188     9.65056  0.00241253
         262     9.60948     9.65041  0.00240842
         263     9.63102     9.65033  0.00240039
         264     9.63219     9.65027  0.00239228
         265     9.69677     9.65044  0.00238968
         266     9.62808     9.65036  0.00238217
         267     9.63734     9.65031  0.00237375
         268      9.6853     9.65044  0.00236848
         269     9.65586     9.65046  0.00235976
         270     9.66472     9.65051  0.00235161
         271     9.63344     9.65045  0.00234378
         272     9.62557     9.65036  0.00233695
         273     9.62287     9.65026  0.00233055
         274     9.64848     9.65025  0.00232206
         275     9.67225     9.65033  0.00231499
         276      9.6148      9.6502  0.00231018
         277     9.66666     9.65026   0.0023026
         278     9.65575     9.65028  0.00229441
         279     9.62642     9.65019  0.00228778
         280     9.67911      9.6503  0.00228194
         281     9.62738     9.65022  0.00227527
         282     9.64877     9.65021  0.00226721
         283      9.7129     9.65043  0.00226999
         284     9.65136     9.65044    0.002262
         285     9.68383     9.65055   0.0022571
         286      9.6534     9.65056  0.00224923
         287     9.60972     9.65042  0.00224589
         288     9.64879     9.65042   0.0022381
         289     9.68394     9.65053  0.00223336
         290     9.58174     9.65029  0.00223822
         291     9.67806     9.65039  0.00223256
         292     9.69313     9.65054  0.00222971
         293     9.57461     9.65028  0.00223711
         294     9.69702     9.65044  0.00223514
         295     9.65032     9.65044  0.00222756
         296     9.63242     9.65037  0.00222087
         297      9.6524     9.65038   0.0022134
         298     9.68075     9.65048  0.00220832
         299     9.66057     9.65052  0.00220119
         300     9.67416      9.6506  0.00219527
         301     9.60829     9.65046  0.00219247
         302     9.69498      9.6506  0.00219016
         303     9.65984     9.65063  0.00218314
