#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
         406    0.807893    0.804718  0.00023233
         407    0.805014    0.804719  0.00023176
         408     0.79674      0.8047 0.000232016
         409    0.800866     0.80469 0.000231638
         410    0.806439    0.804694 0.000231112
         411    0.801795    0.804687 0.000230657
         412    0.807381    0.804694  0.00023019
         413    0.806319    0.804698 0.000229666
         414    0.791973    0.804667 0.000231159
         415    0.808063    0.804675 0.000230747
         416    0.801767    0.804668 0.000230298
         417    0.800684    0.804659 0.000229944
         418    0.805776    0.804661 0.000229409
         419    0.799925     0.80465  0.00022914
         420    0.812072    0.804668 0.000229275
         421    0.800643    0.804658  0.00022893
         422    0.802072    0.804652 0.000228469
         423    0.806222    0.804656 0.000227959
         424    0.797962     0.80464 0.000227968
         425    0.810286    0.804653 0.000227818
         426    0.802065    0.804647 0.000227364
         427    0.806316    0.804651 0.000226865
         428    0.810404    0.804665 0.000226733
         429    0.806897     0.80467 0.000226264
         430    0.804448    0.804669 0.000225739
         431    0.801583    0.804662 0.000225328
         432    0.805237    0.804663 0.000224811
         433    0.809486    0.804675 0.000224567
         434    0.799198    0.804662 0.000224404
         435    0.805991    0.804665 0.000223909
         436    0.807042    0.804671 0.000223462
         437    0.801729    0.804664 0.000223052
         438    0.805581    0.804666 0.000222552
         439    0.803349    0.804663 0.000222066
         440     0.80414    0.804662 0.000221564
         441    0.798812    0.804648 0.000221459
         442    0.803941    0.804647 0.000220963
         443    0.808983    0.804657 0.000220681
         444    0.800617    0.804648 0.000220372
         445    0.808686    0.804657 0.000220063
         446    0.800652    0.804648 0.000219753
         447    0.806357    0.804651 0.000219295
         448    0.798641    0.804638 0.000219215
         449    0.810685    0.804651  0.00021914
         450    0.803215    0.804648 0.000218676
         451    0.805763    0.804651 0.000218206
         452    0.798353    0.804637 0.000218167
         453    0.815269     0.80466 0.000218944
         454    0.800578    0.804651 0.000218647
         455      0.8013    0.804644  0.00021829
         456    0.803529    0.804642 0.000217825
         457    0.807003    0.804647  0.00021741
         458    0.803621    0.804644 0.000216947
         459    0.807016     0.80465 0.000216536
         460    0.801089    0.804642 0.000216203
         461    0.805274    0.804643 0.000215739
         462      0.8049    0.804644 0.000215272
         463    0.819509    0.804676 0.000217188
