#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
         231    -9.18722    -9.28329  0.00619767
         232    -9.32879    -9.28349  0.00617406
         233    -9.35341    -9.28379  0.00615485
         234    -9.23871    -9.28359  0.00613156
         235    -9.26669    -9.28352  0.00610589
         236     -9.2264    -9.28328  0.00608482
         237    -9.23984     -9.2831   0.0060619
         238    -9.26085      -9.283  0.00603715
         239    -9.31127    -9.28312  0.00601305
         240    -9.25915    -9.28302  0.00598883
         241    -9.48577    -9.28386  0.00602278
         242    -9.50651    -9.28478  0.00606776
         243    -9.33407    -9.28498  0.00604618
         244    -9.31713    -9.28512  0.00602283
         245    -9.30904    -9.28521  0.00599904
         246    -9.19081    -9.28483  0.00598691
         247    -9.31032    -9.28493  0.00596356
         248    -9.20018    -9.28459   0.0059493
         249    -9.26308    -9.28451  0.00592604
         250     -9.3588     -9.2848  0.00590978
         251    -9.35102    -9.28507  0.00589212
         252     -9.3117    -9.28517  0.00586969
         253    -9.20701    -9.28486  0.00585461
         254    -9.28624    -9.28487  0.00583157
         255    -9.19756    -9.28453  0.00581874
         256    -9.34619    -9.28477  0.00580099
         257    -9.31211    -9.28487   0.0057794
         258    -9.35299    -9.28514  0.00576302
         259     -9.3813    -9.28551  0.00575272
         260    -9.32357    -9.28566  0.00573246
         261    -9.17571    -9.28523  0.00572595
         262    -9.20581    -9.28493  0.00571211
         263    -9.42628    -9.28547  0.00571562
         264    -9.21879    -9.28522  0.00569955
         265    -9.26162    -9.28513  0.00567874
         266    -9.31968    -9.28526  0.00565887
         267    -9.24283     -9.2851  0.00563991
         268    -9.34699    -9.28533  0.00562359
         269    -9.36446    -9.28562  0.00561037
         270    -9.29991    -9.28568  0.00558985
         271    -9.11994    -9.28506  0.00560258
         272    -9.18655     -9.2847  0.00559367
         273    -9.26497    -9.28463  0.00557365
         274    -9.39989    -9.28505  0.00556916
         275    -9.18572    -9.28469  0.00556061
         276    -9.27967    -9.28467  0.00554049
         277    -9.43185     -9.2852  0.00554591
         278    -9.42947    -9.28572  0.00555019
         279    -9.37368    -9.28604  0.00553924
         280    -9.36828    -9.28633  0.00552724
         281      -9.304    -9.28639  0.00550793
         282    -9.38932    -9.28676  0.00550047
         283    -9.39027    -9.28712  0.00549319
         284    -9.31663    -9.28723  0.00547483
         285    -9.09719    -9.28656  0.00549607
         286    -9.25451    -9.28645    0.005478
         287     -9.3605    -9.28671  0.00546498
         288    -9.29986    -9.28675   0.0054462
         289    -9.22104    -9.28653   0.0054321
         290     -9.1835    -9.28617  0.00542497
         291     -9.3744    -9.28647  0.00541479
         292    -9.27265    -9.28643  0.00539646
         293    -9.28867    -9.28643  0.00537805
         294     -9.4203    -9.28689  0.00537899
         295    -9.25513    -9.28678  0.00536184
         296    -9.40179    -9.28717  0.00535778
         297    -9.30096    -9.28722  0.00533994
