#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
         289   0.0197211   0.0197458 2.20703e-05
         290   0.0207838   0.0197494 2.22825e-05
         291   0.0191715   0.0197474 2.22943e-05
         292   0.0198881   0.0197479 2.22231e-05
         293   0.0198414   0.0197482 2.21496e-05
         294   0.0196993   0.0197481 2.20749e-05
         295   0.0195284   0.0197473 2.20126e-05
         296   0.0191211   0.0197452 2.20397e-05
         297   0.0198382   0.0197455 2.19677e-05
         298   0.0192656   0.0197439 2.19529e-05
         299   0.0197295   0.0197439 2.18796e-05
         300   0.0194985    0.019743 2.18219e-05
         301   0.0198326   0.0197433 2.17514e-05
         302   0.0188102   0.0197403 2.18978e-05
         303   0.0195021   0.0197395 2.18396e-05
         304   0.0198213   0.0197397 2.17694e-05
         305   0.0193625   0.0197385 2.17332e-05
         306   0.0200963   0.0197397 2.16936e-05
         307   0.0200021   0.0197405 2.16398e-05
         308   0.0198914    0.019741  2.1575e-05
         309   0.0202745   0.0197427 2.15742e-05
         310   0.0194566   0.0197418 2.15243e-05
         311   0.0192114   0.0197401 2.15226e-05
         312   0.0197041     0.01974 2.14539e-05
         313   0.0197364     0.01974 2.13854e-05
         314   0.0200926   0.0197411 2.13467e-05
         315   0.0203513    0.019743 2.13666e-05
         316   0.0196129   0.0197426  2.1303e-05
         317    0.019879   0.0197431 2.12401e-05
         318   0.0198522   0.0197434 2.11761e-05
         319   0.0200205   0.0197443 2.11275e-05
         320   0.0192428   0.0197427 2.11196e-05
         321   0.0197925   0.0197429 2.10543e-05
         322   0.0200062   0.0197437 2.10048e-05
         323   0.0191356   0.0197418  2.1024e-05
         324   0.0191946   0.0197401 2.10268e-05
         325   0.0199955   0.0197409 2.09768e-05
         326   0.0200642   0.0197419 2.09359e-05
         327   0.0196777   0.0197417 2.08728e-05
         328   0.0195015    0.019741  2.0822e-05
         329   0.0197172   0.0197409 2.07588e-05
         330   0.0191965   0.0197392 2.07614e-05
         331    0.020438   0.0197413 2.08057e-05
         332   0.0194752   0.0197405 2.07585e-05
         333   0.0193701   0.0197394 2.07259e-05
         334   0.0198917   0.0197399 2.06689e-05
         335   0.0194214   0.0197389  2.0629e-05
         336   0.0205479   0.0197413 2.07076e-05
         337   0.0198122   0.0197416 2.06473e-05
         338   0.0200388   0.0197424 2.06049e-05
         339   0.0197668   0.0197425 2.05442e-05
         340   0.0197127   0.0197424  2.0484e-05
         341   0.0200694   0.0197434 2.04464e-05
         342    0.019859   0.0197437 2.03894e-05
         343   0.0198737   0.0197441 2.03334e-05
         344   0.0194278   0.0197432 2.02951e-05
         345   0.0199761   0.0197439 2.02475e-05
         346   0.0203036   0.0197455 2.02535e-05
         347   0.0199625   0.0197461 2.02048e-05
         348   0.0197912   0.0197462 2.01472e-05
         349   0.0197638   0.0197463 2.00895e-05
         350   0.0198331   0.0197465 2.00336e-05
         351   0.0199224    0.019747 1.99828e-05
         352   0.0197546    0.019747 1.99261e-05
         353   0.0198249   0.0197473 1.98708e-05
         354   0.0198254   0.0197475 1.98159e-05
         355   0.0195262   0.0197469 1.97699e-05
         356   0.0189669   0.0197447 1.98354e-05
         357   0.0200413   0.0197455 1.97973e-05
         358   0.0207894   0.0197484 1.99556e-05
         359    0.019866   0.0197487 1.99027e-05
         360   0.0197559   0.0197488 1.98474e-05
         361    0.019515   0.0197481  1.9803e-05
         362   0.0197925   0.0197482 1.97486e-05
         363   0.0204201   0.0197501 1.97808e-05
         364   0.0200266   0.0197509  1.9741e-05
         365   0.0199497   0.0197514 1.96944e-05
         366   0.0206683   0.0197539 1.97993e-05
         367   0.0199957   0.0197546 1.97563e-05
         368   0.0195678   0.0197541 1.97092e-05
         369   0.0193693    0.019753 1.96833e-05
         370   0.0198592   0.0197533 1.96322e-05
         371   0.0196851   0.0197531 1.95802e-05
         372   0.0196763   0.0197529 1.95286e-05
         373   0.0199786   0.0197535 1.94856e-05
         374   0.0199574   0.0197541 1.94411e-05
         375   0.0196304   0.0197537 1.93921e-05
         376   0.0195219   0.0197531 1.93503e-05
         377   0.0189966   0.0197511 1.94028e-05
         378   0.0195385   0.0197505 1.93596e-05
         379   0.0197976   0.0197507 1.93089e-05
         380   0.0196195   0.0197503 1.92612e-05
         381   0.0199893    0.019751 1.92208e-05
         382   0.0200824   0.0197518 1.91901e-05
         383   0.0190602     0.01975 1.92248e-05
         384   0.0199449   0.0197505 1.91814e-05
         385   0.0196823   0.0197503 1.91324e-05
         386   0.0194144   0.0197495 1.91026e-05
         387   0.0193414   0.0197484 1.90823e-05
         388   0.0195593   0.0197479 1.90394e-05
         389   0.0194147   0.0197471 1.90097e-05
         390   0.0196322   0.0197468 1.89632e-05
         391   0.0198506    0.019747 1.89166e-05
         392   0.0199192   0.0197475 1.88734e-05
         393   0.0195028   0.0197469 1.88357e-05
         394   0.0195409   0.0197463 1.87951e-05
         395   0.0202388   0.0197476 1.87888e-05
         396   0.0193014   0.0197465 1.87751e-05
         397   0.0197895   0.0197466 1.87282e-05
         398   0.0196795   0.0197464 1.86819e-05
         399   0.0192838   0.0197452  1.8671e-05
         400    0.019589   0.0197448 1.86284e-05
         401   0.0198547   0.0197451 1.85839e-05
         402   0.0196973    0.019745 1.85381e-05
         403   0.0196239   0.0197447 1.84945e-05
         404   0.0203351   0.0197462 1.85064e-05
         405   0.0198141   0.0197463 1.84615e-05
         406   0.0200943   0.0197472 1.84359e-05
         407    0.020083    0.019748  1.8409e-05
         408   0.0197965   0.0197481 1.83643e-05
         409   0.0193284   0.0197471  1.8348e-05
         410      0.0201    0.019748 1.83235e-05
         411   0.0195456   0.0197475 1.82855e-05
         412   0.0198084   0.0197476 1.82417e-05
         413   0.0199957   0.0197482 1.82074e-05
         414   0.0201094   0.0197491 1.81843e-05
         415    0.019795   0.0197492 1.81409e-05
         416   0.0198937   0.0197496 1.81006e-05
         417   0.0193577   0.0197486 1.80815e-05
         418   0.0195862   0.0197482 1.80425e-05
         419    0.020334   0.0197496 1.80535e-05
         420   0.0199717   0.0197502 1.80182e-05
         421   0.0197582   0.0197502 1.79755e-05
         422   0.0197175   0.0197501  1.7933e-05
         423   0.0198769   0.0197504 1.78931e-05
         424   0.0198928   0.0197507 1.78541e-05
         425   0.0202714    0.019752 1.78541e-05
         426   0.0197068   0.0197518 1.78125e-05
         427   0.0197914   0.0197519  1.7771e-05
         428   0.0193148   0.0197509 1.77588e-05
         429   0.0203264   0.0197523  1.7768e-05
         430   0.0202698   0.0197535 1.77674e-05
         431   0.0196411   0.0197532 1.77281e-05
         432   0.0202987   0.0197545 1.77319e-05
         433   0.0197409   0.0197544  1.7691e-05
         434   0.0197321   0.0197544 1.76503e-05
         435   0.0202938   0.0197556 1.76533e-05
         436   0.0198281   0.0197558 1.76136e-05
         437   0.0201098   0.0197566 1.75919e-05
         438   0.0194813    0.019756 1.75629e-05
         439   0.0200517   0.0197566 1.75358e-05
         440   0.0195372   0.0197561 1.75031e-05
         441    0.019635   0.0197559 1.74655e-05
         442   0.0200854   0.0197566 1.74419e-05
         443   0.0199929   0.0197572 1.74107e-05
         444   0.0198344   0.0197573 1.73724e-05
         445   0.0198132   0.0197575 1.73338e-05
         446   0.0202985   0.0197587 1.73373e-05
         447   0.0199947   0.0197592 1.73066e-05
         448   0.0193723   0.0197583 1.72895e-05
         449   0.0193584   0.0197574 1.72739e-05
         450   0.0202037   0.0197584  1.7264e-05
         451   0.0189541   0.0197566 1.73176e-05
         452    0.019785   0.0197567 1.72794e-05
         453   0.0197659   0.0197567 1.72412e-05
         454   0.0197413   0.0197567 1.72033e-05
         455   0.0192401   0.0197556 1.72029e-05
         456   0.0196298   0.0197553 1.71674e-05
         457   0.0194378   0.0197546 1.71439e-05
         458   0.0199296    0.019755 1.71107e-05
         459   0.0199496   0.0197554 1.70787e-05
         460   0.0199505   0.0197558 1.70468e-05
         461   0.0197467   0.0197558 1.70098e-05
