0 0 0 0
1 0 1 0
2 1 1 0
3 2 1 0
4 3 1 0
5 3 2 0
6 3 2 -1
7 4 2 -1
8 5 2 -1
9 6 2 -1
10 6 3 -1
11 5 3 -1
12 5 2 -1
13 5 2 0
14 5 2 -1
15 5 1 -1
16 6 1 -1
17 6 0 -1
18 7 0 -1
19 7 1 -1
20 7 1 0
21 7 2 0
22 6 2 0
23 6 2 1
24 7 2 1
25 8 2 1
26 9 2 1
27 9 2 2
28 9 1 2
29 10 1 2
30 10 1 3
31 10 1 2
32 10 1 1
33 10 2 1
34 9 2 1
35 10 2 1
36 9 2 1
37 9 1 1
38 9 0 1
39 9 -1 1
40 9 -1 2
41 8 -1 2
42 8 -1 1
43 8 -2 1
44 8 -3 1
45 8 -2 1
46 8 -2 0
47 8 -1 0
48 8 0 0
49 7 0 0
50 7 0 -1
51 8 0 -1
52 8 0 -2
53 8 0 -1
54 9 0 -1
55 9 0 0
56 8 0 0
57 8 -1 0
58 7 -1 0
59 7 -2 0
60 7 -1 0
61 7 -1 -1
62 7 -2 -1
63 7 -3 -1
64 7 -4 -1
65 7 -5 -1
66 7 -4 -1
67 8 -4 -1
68 8 -3 -1
69 8 -2 -1
70 8 -2 -2
71 9 -2 -2
72 9 -2 -3
73 8 -2 -3
74 8 -1 -3
75 8 -2 -3
76 8 -2 -4
77 8 -2 -5
78 9 -2 -5
79 9 -1 -5
80 9 -1 -4
81 8 -1 -4
82 9 -1 -4
83 9 -1 -3
84 9 -1 -4
85 9 -1 -3
86 10 -1 -3
87 11 -1 -3
88 11 -1 -4
89 11 0 -4
90 11 -1 -4
91 11 -2 -4
92 11 -3 -4
93 12 -3 -4
94 12 -3 -5
95 12 -2 -5
96 13 -2 -5
97 13 -3 -5
98 14 -3 -5
99 13 -3 -5
