0 0 0 0
1 -0.210437 -0.959558 0.18699
2 0.276516 -1.38172 -0.577636
3 0.245894 -0.820214 0.249267
4 -0.196886 -1.05183 1.11547
5 0.57732 -0.485151 0.833543
6 0.992497 0.399999 1.04363
7 1.76246 0.803211 1.53817
8 1.09834 0.133916 1.87132
9 0.145152 0.434601 1.83944
10 -0.00573601 1.0758 1.08705
11 0.142033 0.912056 0.111677
12 -0.520951 0.256575 -0.24998
13 -0.0534936 -0.150244 0.534865
14 0.00627206 -0.524981 -0.390338
15 -0.808851 -0.0295874 -0.0900729
16 -0.443672 -0.952638 -0.210993
17 -0.0307426 -0.177789 -0.689635
18 0.0153117 0.489674 0.0535832
19 -0.034938 0.492183 -0.94515
20 0.170754 1.18289 -1.63841
21 0.235947 1.47276 -0.683568
22 0.38992 1.91139 -1.56895
23 -0.0509282 1.412 -0.823116
24 -0.180744 0.450703 -1.06612
25 -0.207304 1.01417 -1.89183
26 0.302272 1.85463 -2.07608
27 0.500411 0.928232 -1.75589
28 1.35029 0.402385 -1.79035
29 1.22232 0.805756 -2.69639
30 2.13691 0.432856 -2.85281
31 3.0169 0.767093 -3.19031
32 2.28324 1.44434 -3.24584
33 1.96181 1.05349 -2.38334
34 2.81212 1.55284 -2.54952
35 1.99807 1.67259 -1.98121
36 2.16199 0.900584 -1.36709
37 2.56047 0.088257 -0.941257
38 3.1768 0.0595478 -1.72822
39 3.80256 0.233286 -0.967797
40 3.08418 -0.403779 -0.688371
41 2.09475 -0.350205 -0.823098
42 2.0249 -1.3471 -0.786716
43 2.83479 -0.760768 -0.769834
44 2.94332 -1.70535 -0.460032
45 3.9021 -1.95837 -0.589332
46 4.04914 -1.29086 -1.31927
47 3.74082 -0.496479 -1.84262
48 3.47804 0.31266 -1.31703
49 2.77129 0.997293 -1.49532
50 2.62097 0.219129 -0.885515
51 3.61229 0.0949895 -0.842268
52 4.17341 0.860827 -0.528204
53 3.30986 0.61121 -0.0900739
54 2.86906 1.4306 -0.456548
55 2.91294 1.24894 0.525835
56 3.6689 1.77297 0.918165
57 2.91385 2.40468 0.74254
58 3.88026 2.21055 0.910936
59 4.24744 2.88596 0.271409
60 3.77936 3.67192 0.675346
61 4.33521 4.50269 0.646005
62 4.826 4.8694 -0.144341
63 5.18167 4.60574 0.75231
64 4.60877 4.58265 -0.0669913
65 4.73408 5.3628 -0.679909
66 4.01868 5.78007 -0.11948
67 3.64824 6.01638 -1.01777
68 4.49537 5.78708 -1.49714
69 4.10529 6.53643 -0.962061
70 4.26828 5.64895 -1.39311
71 3.48543 5.08054 -1.14
72 2.80648 5.76231 -1.41246
73 2.66568 4.77583 -1.32853
74 3.00994 4.95577 -0.407063
75 2.94859 4.36725 0.399086
76 2.64565 3.41702 0.326262
77 2.07135 2.63486 0.0845933
78 1.83661 3.5179 0.490976
79 2.40452 3.89211 -0.242132
80 1.47259 3.72082 0.0774932
81 2.09638 3.01886 -0.266225
82 1.28216 3.59018 -0.36934
83 1.87891 2.86983 -0.0158148
84 1.96313 2.57903 -0.968885
85 2.87613 2.62925 -0.564031
86 2.47049 3.38997 -0.057318
87 1.65859 3.19876 -0.608915
88 1.59476 2.5409 -1.35935
89 1.12323 1.90921 -1.97467
90 1.42619 2.86117 -2.01924
91 2.38617 2.60197 -2.12535
92 1.59827 2.00597 -1.97041
93 1.22659 1.22877 -2.47816
94 1.47848 0.500042 -1.84137
95 1.02234 -0.147069 -1.23048
96 0.44072 -0.897287 -1.54495
97 1.27536 -1.07161 -1.02246
98 1.88608 -1.41029 -0.306699
99 2.38786 -1.68655 0.512997
