#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
         171         0.8         0.8  5.6976e-09
         172         0.8         0.8 5.68101e-09
         173         0.8         0.8 5.66457e-09
         174         0.8         0.8 5.64827e-09
         175         0.8         0.8 5.63211e-09
         176         0.8         0.8 5.61609e-09
         177         0.8         0.8 5.76576e-09
         178         0.8         0.8 5.74954e-09
         179         0.8         0.8 5.73346e-09
         180         0.8         0.8 5.71751e-09
         181         0.8         0.8 5.70169e-09
         182         0.8         0.8 5.68601e-09
         183         0.8         0.8 5.67045e-09
         184         0.8         0.8 5.76073e-09
         185         0.8         0.8 5.74514e-09
         186         0.8         0.8 5.72967e-09
         187         0.8         0.8 5.71433e-09
         188         0.8         0.8 5.69912e-09
         189         0.8         0.8 5.68402e-09
         190         0.8         0.8 5.66904e-09
         191         0.8         0.8 5.80634e-09
         192         0.8         0.8  5.7912e-09
         193         0.8         0.8 5.77618e-09
         194         0.8         0.8 5.76127e-09
         195         0.8         0.8 5.74648e-09
         196         0.8         0.8  5.7318e-09
         197         0.8         0.8 5.71723e-09
         198         0.8         0.8 5.70278e-09
         199         0.8         0.8 5.78568e-09
         200         0.8         0.8 5.77119e-09
         201         0.8         0.8 5.75682e-09
         202         0.8         0.8 5.74255e-09
         203         0.8         0.8 5.72839e-09
         204         0.8         0.8 5.71433e-09
         205         0.8         0.8 5.70038e-09
         206         0.8         0.8 5.68653e-09
         207         0.8         0.8 5.81286e-09
         208         0.8         0.8 5.79887e-09
         209         0.8         0.8 5.78499e-09
         210         0.8         0.8 5.77119e-09
         211         0.8         0.8  5.7575e-09
         212         0.8         0.8 5.74391e-09
         213         0.8         0.8 5.73041e-09
         214         0.8         0.8   5.717e-09
         215         0.8         0.8 5.70369e-09
         216         0.8         0.8 5.69047e-09
         217         0.8         0.8 5.81095e-09
         218         0.8         0.8 5.79761e-09
         219         0.8         0.8 5.78436e-09
         220         0.8         0.8 5.77119e-09
         221         0.8         0.8 5.75812e-09
         222         0.8         0.8 5.74514e-09
         223         0.8         0.8 5.73224e-09
         224         0.8         0.8 5.71943e-09
         225         0.8         0.8 5.70671e-09
         226         0.8         0.8 5.69407e-09
         227         0.8         0.8 5.76696e-09
         228         0.8         0.8  5.7543e-09
         229         0.8         0.8 5.74172e-09
         230         0.8         0.8 5.72922e-09
         231         0.8         0.8 5.71681e-09
         232         0.8         0.8 5.70447e-09
         233         0.8         0.8 5.69222e-09
         234         0.8         0.8 5.68004e-09
         235         0.8         0.8 5.66795e-09
         236         0.8         0.8 5.65592e-09
         237         0.8         0.8 5.64398e-09
         238         0.8         0.8 5.75501e-09
         239         0.8         0.8 5.74295e-09
         240         0.8         0.8 5.73098e-09
         241         0.8         0.8 5.71907e-09
         242         0.8         0.8 5.70725e-09
         243         0.8         0.8 5.69549e-09
         244         0.8         0.8 5.68381e-09
         245         0.8         0.8  5.6722e-09
         246         0.8         0.8 5.66066e-09
         247         0.8         0.8 5.64919e-09
         248         0.8         0.8 5.63778e-09
         249         0.8         0.8 5.62645e-09
         250         0.8         0.8 5.69373e-09
         251         0.8         0.8 5.68237e-09
         252         0.8         0.8 5.67109e-09
         253         0.8         0.8 5.65987e-09
         254         0.8         0.8 5.64872e-09
         255         0.8         0.8 5.63763e-09
         256         0.8         0.8 5.62661e-09
         257         0.8         0.8 5.61565e-09
         258         0.8         0.8 5.60476e-09
         259         0.8         0.8 5.59393e-09
         260         0.8         0.8 5.58316e-09
         261         0.8         0.8 5.57245e-09
         262         0.8         0.8 5.56181e-09
