#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
         301         1.2         1.2 5.63211e-09
         302         1.2         1.2 5.62278e-09
         303         1.2         1.2 5.74255e-09
         304         1.2         1.2  5.7331e-09
         305         1.2         1.2 5.72369e-09
         306         1.2         1.2 5.71433e-09
         307         1.2         1.2 5.89212e-09
         308         1.2         1.2 5.88255e-09
         309         1.2         1.2 5.87302e-09
         310         1.2         1.2 5.86354e-09
         311         1.2         1.2 5.97482e-09
         312         1.2         1.2 5.96524e-09
         313         1.2         1.2  5.9557e-09
         314         1.2         1.2 5.94621e-09
         315         1.2         1.2 6.05434e-09
         316         1.2         1.2 6.04475e-09
         317         1.2         1.2 6.03521e-09
         318         1.2         1.2 6.02571e-09
         319         1.2         1.2 6.18737e-09
         320         1.2         1.2  6.1777e-09
         321         1.2         1.2 6.16806e-09
         322         1.2         1.2 6.15848e-09
         323         1.2         1.2 6.25974e-09
         324         1.2         1.2 6.25007e-09
         325         1.2         1.2 6.24045e-09
         326         1.2         1.2 6.23087e-09
         327         1.2         1.2 6.38296e-09
         328         1.2         1.2 6.37322e-09
         329         1.2         1.2 6.36353e-09
         330         1.2         1.2 6.35388e-09
         331         1.2         1.2 6.44914e-09
         332         1.2         1.2 6.43942e-09
         333         1.2         1.2 6.42975e-09
         334         1.2         1.2 6.42011e-09
         335         1.2         1.2  6.5131e-09
         336         1.2         1.2  6.5034e-09
         337         1.2         1.2 6.49374e-09
         338         1.2         1.2 6.48413e-09
         339         1.2         1.2 6.47456e-09
         340         1.2         1.2 6.61482e-09
         341         1.2         1.2 6.60511e-09
         342         1.2         1.2 6.59545e-09
         343         1.2         1.2 6.58583e-09
         344         1.2         1.2 6.67368e-09
         345         1.2         1.2   6.664e-09
         346         1.2         1.2 6.65436e-09
         347         1.2         1.2 6.64477e-09
         348         1.2         1.2 6.63522e-09
         349         1.2         1.2 6.76821e-09
         350         1.2         1.2 6.75853e-09
         351         1.2         1.2  6.7489e-09
         352         1.2         1.2  6.7393e-09
         353         1.2         1.2 6.72975e-09
         354         1.2         1.2 6.81294e-09
         355         1.2         1.2 6.80333e-09
         356         1.2         1.2 6.79377e-09
         357         1.2         1.2 6.78425e-09
         358         1.2         1.2 6.77477e-09
         359         1.2         1.2 6.85614e-09
         360         1.2         1.2 6.84661e-09
         361         1.2         1.2 6.83712e-09
         362         1.2         1.2 6.82767e-09
         363         1.2         1.2 6.81826e-09
         364         1.2         1.2 6.94197e-09
         365         1.2         1.2 6.93246e-09
         366         1.2         1.2 6.92298e-09
         367         1.2         1.2 6.91354e-09
         368         1.2         1.2 6.90414e-09
         369         1.2         1.2 6.98151e-09
         370         1.2         1.2 6.97207e-09
         371         1.2         1.2 6.96267e-09
         372         1.2         1.2  6.9533e-09
         373         1.2         1.2 6.94398e-09
         374         1.2         1.2 7.06194e-09
         375         1.2         1.2 7.05252e-09
         376         1.2         1.2 7.04313e-09
         377         1.2         1.2 7.03378e-09
         378         1.2         1.2 7.02447e-09
         379         1.2         1.2  7.0152e-09
         380         1.2         1.2 7.08888e-09
         381         1.2         1.2 7.07957e-09
         382         1.2         1.2  7.0703e-09
         383         1.2         1.2 7.06106e-09
         384         1.2         1.2 7.05186e-09
         385         1.2         1.2 7.12412e-09
         386         1.2         1.2 7.11488e-09
         387         1.2         1.2 7.10569e-09
         388         1.2         1.2 7.09652e-09
         389         1.2         1.2  7.0874e-09
         390         1.2         1.2  7.0783e-09
         391         1.2         1.2 7.18873e-09
         392         1.2         1.2 7.17956e-09
         393         1.2         1.2 7.17042e-09
         394         1.2         1.2 7.16131e-09
         395         1.2         1.2 7.15224e-09
         396         1.2         1.2 7.14321e-09
         397         1.2         1.2 7.21218e-09
         398         1.2         1.2 7.20311e-09
         399         1.2         1.2 7.19408e-09
         400         1.2         1.2 7.18508e-09
         401         1.2         1.2 7.17612e-09
         402         1.2         1.2 7.16718e-09
         403         1.2         1.2 7.15829e-09
         404         1.2         1.2 7.26382e-09
         405         1.2         1.2 7.25485e-09
         406         1.2         1.2 7.24591e-09
         407         1.2         1.2   7.237e-09
         408         1.2         1.2 7.22812e-09
         409         1.2         1.2 7.21928e-09
         410         1.2         1.2  7.2852e-09
         411         1.2         1.2 7.27633e-09
         412         1.2         1.2 7.26749e-09
         413         1.2         1.2 7.25869e-09
         414         1.2         1.2 7.24992e-09
         415         1.2         1.2 7.24118e-09
         416         1.2         1.2 7.23247e-09
         417         1.2         1.2 7.29713e-09
         418         1.2         1.2  7.2884e-09
         419         1.2         1.2 7.27969e-09
         420         1.2         1.2 7.27102e-09
         421         1.2         1.2 7.26238e-09
         422         1.2         1.2 7.25377e-09
         423         1.2         1.2 7.24519e-09
         424         1.2         1.2 7.34439e-09
         425         1.2         1.2 7.33575e-09
         426         1.2         1.2 7.32713e-09
         427         1.2         1.2 7.31855e-09
         428         1.2         1.2 7.30999e-09
         429         1.2         1.2 7.30147e-09
         430         1.2         1.2 7.29297e-09
         431         1.2         1.2 7.35489e-09
         432         1.2         1.2 7.34637e-09
         433         1.2         1.2 7.33788e-09
         434         1.2         1.2 7.32942e-09
         435         1.2         1.2   7.321e-09
         436         1.2         1.2 7.31259e-09
         437         1.2         1.2 7.30422e-09
         438         1.2         1.2 7.39937e-09
         439         1.2         1.2 7.39094e-09
         440         1.2         1.2 7.38254e-09
         441         1.2         1.2 7.37416e-09
         442         1.2         1.2 7.36582e-09
         443         1.2         1.2  7.3575e-09
         444         1.2         1.2 7.34921e-09
         445         1.2         1.2 7.34095e-09
         446         1.2         1.2 7.40029e-09
         447         1.2         1.2 7.39201e-09
         448         1.2         1.2 7.38376e-09
         449         1.2         1.2 7.37553e-09
         450         1.2         1.2 7.36733e-09
         451         1.2         1.2 7.35916e-09
         452         1.2         1.2 7.35101e-09
         453         1.2         1.2  7.3429e-09
         454         1.2         1.2 7.40118e-09
         455         1.2         1.2 7.39305e-09
         456         1.2         1.2 7.38494e-09
         457         1.2         1.2 7.37685e-09
         458         1.2         1.2 7.36879e-09
         459         1.2         1.2 7.36076e-09
         460         1.2         1.2 7.35276e-09
         461         1.2         1.2 7.34478e-09
         462         1.2         1.2 7.43444e-09
         463         1.2         1.2  7.4264e-09
         464         1.2         1.2  7.4184e-09
         465         1.2         1.2 7.41042e-09
         466         1.2         1.2 7.40246e-09
         467         1.2         1.2 7.39453e-09
         468         1.2         1.2 7.38663e-09
         469         1.2         1.2 7.37875e-09
         470         1.2         1.2 7.43471e-09
         471         1.2         1.2 7.42681e-09
         472         1.2         1.2 7.41894e-09
         473         1.2         1.2  7.4111e-09
         474         1.2         1.2 7.40327e-09
         475         1.2         1.2 7.39548e-09
         476         1.2         1.2 7.38771e-09
         477         1.2         1.2 7.37996e-09
         478         1.2         1.2 7.37223e-09
         479         1.2         1.2 7.45835e-09
         480         1.2         1.2 7.45058e-09
         481         1.2         1.2 7.44283e-09
         482         1.2         1.2 7.43511e-09
         483         1.2         1.2 7.42741e-09
         484         1.2         1.2 7.41973e-09
         485         1.2         1.2 7.41208e-09
         486         1.2         1.2 7.40445e-09
         487         1.2         1.2 7.39684e-09
         488         1.2         1.2 7.45058e-09
         489         1.2         1.2 7.44296e-09
         490         1.2         1.2 7.43536e-09
         491         1.2         1.2 7.42778e-09
         492         1.2         1.2 7.42023e-09
         493         1.2         1.2  7.4127e-09
         494         1.2         1.2  7.4052e-09
         495         1.2         1.2 7.39771e-09
         496         1.2         1.2 7.39025e-09
         497         1.2         1.2 7.38281e-09
         498         1.2         1.2  7.4356e-09
         499         1.2         1.2 7.42815e-09
         500         1.2         1.2 7.42072e-09
