1.50369 0
1.51138 0.00769421
1.48194 0.0297746
1.48391 0.0211453
1.476 0.0181903
1.48321 0.0165127
1.48969 0.015387
1.49402 0.0140097
1.49719 0.0127572
1.49793 0.0114343
1.49523 0.0106889
1.49229 0.0101912
1.48949 0.00978594
1.4943 0.010261
1.49469 0.00956027
1.50272 0.0120167
1.50239 0.0112924
1.49969 0.0109847
1.50287 0.0108682
1.50233 0.0103249
1.50207 0.00982422
1.49911 0.00982455
1.49651 0.00974026
1.49701 0.00933864
1.49658 0.00896744
1.49579 0.00865142
1.49596 0.00832658
1.49798 0.00827272
1.49658 0.00810386
1.49608 0.00784508
1.49908 0.00815922
1.49925 0.00790203
1.50045 0.0077521
1.50065 0.0075232
1.50119 0.00732493
1.49946 0.0073259
1.49853 0.00718458
1.49875 0.0069963
1.49686 0.00707212
1.49691 0.00689322
1.49682 0.00672351
1.49661 0.00656477
1.49799 0.00655689
1.49783 0.00640828
1.49804 0.00626789
1.49784 0.00613358
1.49639 0.00617281
1.49676 0.00605431
1.49707 0.00593724
1.49728 0.00582133
1.49662 0.00574508
1.49634 0.00564037
1.49666 0.00554209
1.49704 0.00545227
1.49705 0.00535222
1.49713 0.00525639
1.49754 0.00518014
1.49872 0.00522505
1.49815 0.00516735
1.49839 0.00508598
1.49711 0.00516267
1.49736 0.00508465
1.49808 0.00505487
1.49789 0.00497895
1.49813 0.00490781
1.49801 0.00483423
1.49836 0.00477438
1.49875 0.00471971
1.49875 0.00465081
1.49768 0.00470737
1.4971 0.0046764
1.49808 0.00471409
1.49859 0.00467704
1.49809 0.00463991
1.49818 0.00457835
1.49869 0.00454673
1.4974 0.00466748
1.49689 0.00463618
1.49752 0.00462126
1.4972 0.0045747
1.49657 0.00456122
1.49706 0.00453138
1.49688 0.00447983
1.49644 0.0044479
1.49574 0.00445198
1.49558 0.00440254
1.49653 0.00445312
1.49632 0.00440698
1.49612 0.00436213
1.49664 0.00434467
1.49749 0.00438088
1.49791 0.0043532
1.49858 0.00435763
1.49886 0.00432044
1.4987 0.00427801
1.49834 0.00424805
1.49837 0.00420415
1.49876 0.00417913
1.49903 0.00414532
1.49883 0.00410859
