5.02383 0
4.96857 0.0552596
4.95304 0.0354854
4.98373 0.0396458
4.98828 0.0310445
5.00103 0.0283758
4.99565 0.0245795
4.99765 0.0213803
4.98464 0.0229092
4.99792 0.0244193
4.99239 0.0227694
5.01016 0.0273425
5.02447 0.0289389
5.02501 0.0267976
5.03103 0.0256652
5.03039 0.0240162
5.03791 0.0237794
5.03949 0.0224751
5.02927 0.0235866
5.02609 0.0226016
5.02536 0.0215109
5.02748 0.0206197
5.01888 0.0214983
5.01868 0.020584
5.02202 0.0200235
5.02281 0.0192545
5.01817 0.019101
5.01964 0.0184648
5.01267 0.01913
5.01473 0.0185953
5.01158 0.0182588
5.01175 0.0176798
5.00886 0.0173776
5.00626 0.0170588
5.00437 0.0166716
5.00165 0.0164282
5.00286 0.0160236
5.00121 0.0156827
5.0004 0.0152967
4.99731 0.0152266
4.99664 0.014866
5.00011 0.0149183
5.00142 0.014626
5.00334 0.0144184
5.00246 0.0141223
5.00244 0.0138119
5.00167 0.0135373
5.00175 0.0132525
4.9985 0.01338
4.99672 0.0132301
4.99633 0.0129739
4.99458 0.0128426
4.99741 0.0129126
4.99416 0.0130806
4.99298 0.012895
4.99219 0.0126873
4.99393 0.0125841
4.995 0.0124112
4.99432 0.0122176
4.99272 0.0121191
4.99374 0.0119623
4.99255 0.0118275
4.9926 0.0116384
4.99041 0.0116617
4.99169 0.0115518
4.99203 0.0113806
4.99163 0.0112168
4.9886 0.0114581
4.98861 0.0112908
4.98853 0.0111286
4.98707 0.0110671
4.98621 0.0109466
4.98734 0.0108547
4.9886 0.0107813
4.98921 0.0106537
4.99065 0.010612
4.99095 0.0104775
4.99148 0.0103556
4.99159 0.0102243
4.98894 0.0104396
4.98911 0.0103115
4.98755 0.0103049
4.9894 0.0103465
4.98918 0.0102249
4.98831 0.0101409
4.98837 0.0100224
4.98927 0.00994731
4.99027 0.00988453
4.99097 0.00979769
4.99092 0.00968834
4.99438 0.0101878
4.9937 0.0100992
4.99359 0.00999065
4.99338 0.00988594
4.9937 0.00978655
4.99544 0.00983866
4.99544 0.0097367
4.9962 0.00966701
4.99629 0.00956925
4.99765 0.00957056
