5.1953 0
5.09346 0.101833
5.11272 0.0618677
5.09976 0.0456281
5.08751 0.0374057
5.04451 0.0527391
5.04388 0.0445771
5.04301 0.0386147
5.05577 0.0363671
5.05382 0.0325862
5.04974 0.0297564
5.04135 0.0284298
5.03245 0.0276246
5.03905 0.0264126
5.03229 0.0255023
5.03967 0.0249724
5.04008 0.0234611
5.02816 0.0251249
5.04102 0.027018
5.03482 0.0263687
5.03339 0.0251225
5.02715 0.0247522
5.02659 0.0236582
5.02297 0.0229386
5.02304 0.0220021
5.02267 0.0211421
5.02597 0.0206094
5.02355 0.0200058
5.02339 0.0193043
5.01773 0.0194914
5.01862 0.0188731
5.01746 0.0183105
5.01851 0.0177781
5.02014 0.0173248
5.01553 0.0174448
5.01511 0.0169585
5.01683 0.0165831
5.02042 0.0165361
5.0223 0.0162163
5.0232 0.0158309
5.01829 0.0162008
5.0184 0.0158107
5.01533 0.015741
5.0169 0.0154598
5.01328 0.0155409
5.01066 0.0154226
5.00753 0.0154131
5.0074 0.0150892
5.00773 0.0147817
5.01109 0.0148687
5.01072 0.0145791
5.01139 0.0143117
5.00928 0.0141965
5.01034 0.0139716
5.00963 0.0137337
5.00955 0.0134865
5.01192 0.0134577
5.01324 0.0132899
5.01313 0.0130631
5.01474 0.0129435
5.01441 0.0127338
5.01542 0.0125679
5.01608 0.0123843
5.01597 0.0121899
5.016 0.0120009
5.01903 0.0121988
5.01871 0.0120197
5.01894 0.0118439
5.01839 0.011684
5.02052 0.011711
5.02037 0.0115459
5.02135 0.0114267
5.02184 0.0112798
5.02327 0.0112178
5.02469 0.011158
5.02623 0.0111167
5.02488 0.0110534
5.02519 0.0109153
5.0245 0.0107986
5.02471 0.0106649
5.02491 0.0105342
5.0232 0.0105443
5.02398 0.0104457
5.02746 0.0108904
5.0261 0.0108465
5.02491 0.010786
5.02484 0.0106615
5.02435 0.0105512
5.02371 0.0104513
5.02173 0.0105224
5.02248 0.0104325
5.02127 0.0103884
5.02138 0.0102767
5.01971 0.0103036
5.0204 0.0102182
5.01811 0.0103671
5.0179 0.0102619
5.01807 0.0101582
5.01774 0.0100608
5.01549 0.0102093
