#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
         394    -134.006    -133.708   0.0367149
         395    -134.398     -133.71   0.0366634
         396    -133.205    -133.709    0.036593
         397    -134.579    -133.711   0.0365665
         398    -134.085    -133.712   0.0364867
         399    -134.572    -133.714   0.0364589
         400    -133.313    -133.713   0.0363816
         401    -133.273    -133.712   0.0363074
         402    -132.741     -133.71   0.0362973
         403    -134.066     -133.71   0.0362181
         404     -134.13    -133.711   0.0361433
         405    -133.322    -133.711   0.0360668
         406    -134.677    -133.713   0.0360565
         407    -132.633     -133.71   0.0360654
         408     -134.34    -133.712   0.0360101
         409    -134.114    -133.713   0.0359355
         410    -133.698    -133.713   0.0358478
         411    -132.995    -133.711   0.0358031
         412    -133.708    -133.711   0.0357162
         413    -133.434     -133.71    0.035636
         414     -131.93    -133.706   0.0358084
         415    -132.956    -133.704   0.0357678
         416    -133.045    -133.703   0.0357168
         417    -132.197    -133.699   0.0358133
         418    -133.664    -133.699   0.0357277
         419    -133.211    -133.698   0.0356614
         420    -133.172    -133.697   0.0355984
         421    -133.995    -133.697   0.0355209
         422    -133.724    -133.697   0.0354368
         423    -133.485    -133.697   0.0353566
         424    -134.223    -133.698    0.035295
         425    -134.107    -133.699    0.035225
         426    -134.278      -133.7   0.0351686
         427     -133.14    -133.699   0.0351107
         428    -132.853    -133.697   0.0350843
         429    -134.088    -133.698   0.0350144
         430    -134.401      -133.7   0.0349711
         431    -133.303    -133.699   0.0349021
         432    -133.625    -133.698   0.0348217
         433    -133.678    -133.698   0.0347413
         434    -134.667    -133.701   0.0347328
         435    -133.562      -133.7   0.0346544
         436    -133.882    -133.701   0.0345775
         437    -134.012    -133.701   0.0345056
         438    -132.945      -133.7   0.0344701
         439    -133.978      -133.7   0.0343974
         440    -133.845    -133.701   0.0343208
         441    -133.187      -133.7   0.0342627
         442    -133.096    -133.698   0.0342124
         443    -132.466    -133.695   0.0342481
         444    -134.502    -133.697   0.0342191
         445    -132.316    -133.694   0.0342826
         446    -135.413    -133.698   0.0344217
         447    -133.017    -133.696   0.0343784
         448     -133.99    -133.697   0.0343079
         449    -133.965    -133.698   0.0342366
         450    -134.414    -133.699   0.0341975
         451    -133.855      -133.7   0.0341234
         452    -134.218    -133.701   0.0340672
         453    -134.731    -133.703   0.0340678
         454    -133.921    -133.704   0.0339961
         455    -134.682    -133.706   0.0339894
         456    -133.751    -133.706    0.033915
         457    -133.058    -133.704   0.0338704
         458    -134.466    -133.706   0.0338372
         459    -132.975    -133.704   0.0338009
         460     -133.82    -133.705   0.0337284
         461    -134.191    -133.706   0.0336717
         462    -133.599    -133.706   0.0335996
         463    -133.202    -133.704   0.0335446
         464    -135.042    -133.707    0.033596
         465    -134.076    -133.708   0.0335331
         466    -133.305    -133.707   0.0334723
         467    -132.495    -133.705    0.033501
         468    -133.561    -133.704   0.0334308
         469    -134.418    -133.706   0.0333941
         470    -134.482    -133.708   0.0333639
         471    -133.292    -133.707   0.0333047
         472    -132.943    -133.705   0.0332734
         473    -133.329    -133.704   0.0332126
         474     -132.89    -133.703   0.0331869
         475    -133.327    -133.702   0.0331264
         476    -132.477    -133.699   0.0331566
         477     -134.09      -133.7   0.0330972
         478    -133.952      -133.7   0.0330322
         479    -133.212    -133.699    0.032979
         480    -134.173      -133.7   0.0329251
         481    -132.638    -133.698   0.0329306
         482    -132.648    -133.696   0.0329343
         483    -133.101    -133.695   0.0328892
         484    -134.406    -133.696   0.0328541
         485    -133.181    -133.695   0.0328035
         486    -133.657    -133.695   0.0327361
         487     -135.28    -133.698   0.0328301
         488    -133.483    -133.698   0.0327658
         489    -133.912    -133.698   0.0327017
         490    -132.835    -133.697   0.0326824
         491    -135.364      -133.7   0.0327918
         492    -133.971    -133.701   0.0327297
         493    -133.288      -133.7   0.0326741
         494    -134.191    -133.701    0.032623
         495    -133.135      -133.7   0.0325772
         496    -133.459    -133.699   0.0325151
         497    -134.135      -133.7   0.0324615
         498    -132.126    -133.697   0.0325497
         499    -134.269    -133.698   0.0325047
         500    -134.457      -133.7   0.0324751
