#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
         284    -178.397    -178.464   0.0115155
         285     -178.25    -178.463   0.0114994
         286    -178.519    -178.463   0.0114609
         287     -178.66    -178.464   0.0114414
         288    -178.452    -178.464   0.0114018
         289    -178.154    -178.463   0.0114126
         290    -178.836    -178.464   0.0114458
         291    -178.213    -178.463    0.011439
         292    -178.396    -178.463   0.0114021
         293    -178.751    -178.464   0.0114054
         294    -178.258    -178.463   0.0113881
         295    -178.441    -178.463   0.0113498
         296    -178.632    -178.464   0.0113257
         297    -178.457    -178.464   0.0112876
         298    -178.417    -178.463   0.0112508
         299    -178.409    -178.463   0.0112147
         300     -178.24    -178.463   0.0112019
         301    -178.748    -178.463   0.0112048
         302    -178.273    -178.463   0.0111854
         303    -178.554    -178.463   0.0111525
         304    -178.331    -178.463   0.0111243
         305    -178.563    -178.463   0.0110927
         306    -178.557    -178.463   0.0110607
         307    -178.596    -178.464   0.0110331
         308    -178.412    -178.464   0.0109985
         309    -178.694    -178.464   0.0109881
         310    -178.228    -178.464   0.0109791
         311    -178.467    -178.464   0.0109438
         312     -178.42    -178.463   0.0109096
         313    -178.417    -178.463   0.0108758
         314    -178.562    -178.464   0.0108457
         315    -178.438    -178.464   0.0108115
         316     -178.47    -178.464   0.0107774
         317    -178.593    -178.464   0.0107511
         318    -178.409    -178.464   0.0107187
         319    -178.504    -178.464   0.0106858
         320    -178.539    -178.464    0.010655
         321    -178.504    -178.464   0.0106225
         322     -178.69    -178.465   0.0106127
         323    -178.359    -178.465   0.0105849
         324    -178.733    -178.465   0.0105847
         325    -178.307    -178.465   0.0105634
         326    -178.658    -178.466   0.0105476
         327    -178.392    -178.465   0.0105177
         328    -178.409    -178.465   0.0104871
         329     -178.58    -178.466    0.010461
         330    -178.505    -178.466     0.01043
         331    -178.591    -178.466   0.0104054
         332    -178.446    -178.466   0.0103742
         333     -178.52    -178.466   0.0103443
         334    -178.579    -178.466   0.0103189
         335    -178.428    -178.466   0.0102887
