#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
         443     1.21347     1.20698 0.000331022
         444     1.20093     1.20697 0.000330557
         445     1.21303     1.20698 0.000330095
         446     1.20098     1.20697 0.000329629
         447     1.20954     1.20698 0.000328942
         448     1.19796     1.20696 0.000328823
         449     1.21603     1.20698  0.00032871
         450     1.20482     1.20697 0.000328015
         451     1.20864     1.20698 0.000327308
         452     1.19753     1.20696 0.000327251
         453      1.2229     1.20699 0.000328417
         454     1.20087     1.20698  0.00032797
         455     1.20195     1.20697 0.000327435
         456     1.20529     1.20696 0.000326738
         457      1.2105     1.20697 0.000326115
         458     1.20543     1.20697  0.00032542
         459     1.21052     1.20697 0.000324803
         460     1.20163     1.20696 0.000324305
         461     1.20791     1.20696 0.000323608
         462     1.20735     1.20697 0.000322908
         463     1.22926     1.20701 0.000325783
         464     1.19715     1.20699 0.000325773
         465     1.21196       1.207 0.000325247
         466     1.20104     1.20699 0.000324801
         467      1.2179     1.20701 0.000324945
         468      1.2035     1.20701 0.000324337
         469     1.21475     1.20702 0.000324066
         470     1.20073     1.20701 0.000323652
         471     1.20854     1.20701 0.000322982
         472     1.20332       1.207 0.000322392
         473     1.20713     1.20701 0.000321711
         474     1.20181     1.20699 0.000321218
         475     1.20814       1.207 0.000320551
         476     1.22121     1.20703 0.000321266
         477     1.19031     1.20699 0.000322498
         478     1.20506     1.20699 0.000321848
         479     1.21988     1.20701   0.0003223
         480      1.2079     1.20702 0.000321634
         481     1.20421     1.20701 0.000321018
         482     1.21695     1.20703 0.000321013
         483     1.19224       1.207 0.000321806
         484      1.1984     1.20698 0.000321631
         485     1.22213     1.20701 0.000322482
         486     1.21601     1.20703 0.000322348
         487     1.20265     1.20702 0.000321812
         488     1.20936     1.20703 0.000321188
         489     1.20674     1.20703 0.000320532
         490     1.20956     1.20703 0.000319919
         491     1.20803     1.20703 0.000319274
         492     1.19842     1.20702 0.000319105
         493     1.19709       1.207 0.000319093
         494     1.20735       1.207 0.000318448
         495     1.20591       1.207 0.000317812
         496     1.20026     1.20698 0.000317462
         497     1.20644     1.20698 0.000316825
         498     1.21397     1.20699 0.000316499
         499     1.21022       1.207 0.000315931
         500     1.20565       1.207 0.000315311
